Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Pressure(Pa),Height(m),Longitude(),Latitude(),GPS ground speed(km),Angle of course(°),GPS height(m),Number of satellites(),Position location(),Horizontal position(),Vertical position(),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 22:02:13.633,COM14,,0.105,-0.1,1.081,1.831,0.305,4.333,-1.077,-0.049,-100.822,-1.307,17.7,-31.273,32.48,,,,,,,,,,,,,,,
 22:02:13.665,COM14,,0.07,-0.049,1.034,3.662,1.404,2.075,-1.033,-0.077,-100.734,-1.56,17.547,-31.547,32.51,,,,,,,,,,,,,,,
 22:02:13.697,COM14,,0.074,0.026,0.965,3.723,0.916,2.014,-0.972,-0.082,-100.695,-1.707,17.487,-31.92,32.53,,,,,,,,,,,,,,,
 22:02:13.701,COM14,,0.072,-0.147,0.888,1.77,0.977,1.526,-0.956,-0.104,-100.657,-1.76,17.513,-32.34,32.48,,,,,,,,,,,,,,,
 22:02:13.729,COM14,,0.041,0,0.982,-0.854,-0.305,2.686,-0.989,-0.126,-100.629,-1.707,17.5,-32.72,32.5,,,,,,,,,,,,,,,
 22:02:13.734,COM14,,0.054,-0.104,0.983,-1.831,0.183,1.343,-1.038,-0.17,-100.58,-1.673,17.5,-32.967,32.49,,,,,,,,,,,,,,,
 22:02:13.774,COM14,,0.139,-0.056,1.004,-0.671,0.427,0.061,-1.066,-0.209,-100.552,-1.627,17.5,-33.293,32.51,,,,,,,,,,,,,,,
 22:02:13.778,COM14,,0.096,-0.141,1.133,2.258,1.099,-1.343,-1.038,-0.242,-100.552,-1.58,17.6,-33.46,32.47,,,,,,,,,,,,,,,
 22:02:13.806,COM14,,0.07,0.022,1.092,3.113,0.549,-1.892,-0.989,-0.269,-100.58,-1.553,17.607,-33.613,32.46,,,,,,,,,,,,,,,
 22:02:13.838,COM14,,0.116,-0.058,0.853,2.38,-0.122,-2.686,-0.95,-0.308,-100.624,-1.507,17.547,-33.813,32.45,,,,,,,,,,,,,,,
 22:02:13.843,COM14,,0.037,-0.012,0.953,0.793,1.343,-3.052,-0.939,-0.363,-100.679,-1.4,17.487,-34.107,32.47,,,,,,,,,,,,,,,
 22:02:13.899,COM14,,0.102,0.075,0.967,0.122,0,-3.113,-0.934,-0.39,-100.739,-1.253,17.373,-34.393,32.51,,,,,,,,,,,,,,,
 22:02:13.903,COM14,,0.122,0,1.071,-1.038,-1.038,-2.625,-0.939,-0.439,-100.8,-1.18,17.333,-34.507,32.46,,,,,,,,,,,,,,,
 22:02:13.905,COM14,,0.047,-0.104,0.97,-0.671,-0.854,-3.662,-0.939,-0.516,-100.854,-1.1,17.227,-34.587,32.51,,,,,,,,,,,,,,,
 22:02:13.932,COM14,,0.089,0.021,1.061,1.038,1.648,-5.432,-0.906,-0.582,-100.926,-1.08,17.12,-34.747,32.48,,,,,,,,,,,,,,,
 22:02:13.937,COM14,,0.115,0.086,0.959,1.709,0.549,-5.615,-0.846,-0.604,-101.036,-1.313,17.073,-34.94,32.46,,,,,,,,,,,,,,,
 22:02:13.966,COM14,,0.067,-0.035,1.101,1.587,1.526,-6.226,-0.791,-0.648,-101.151,-1.993,16.973,-35.1,32.5,,,,,,,,,,,,,,,
 22:02:13.972,COM14,,0.098,0.064,0.996,2.441,-0.977,-6.348,-0.709,-0.676,-101.277,-2.673,16.92,-35.233,32.49,,,,,,,,,,,,,,,
 22:02:14.003,COM14,,0.094,-0.12,0.846,1.343,1.221,-6.836,-0.659,-0.747,-101.398,-3.127,16.86,-35.287,32.52,,,,,,,,,,,,,,,
 22:02:14.036,COM14,,0.064,0.044,0.986,-0.854,-0.244,-7.019,-0.654,-0.78,-101.541,-3.44,16.807,-35.347,32.48,,,,,,,,,,,,,,,
 22:02:14.040,COM14,,0.001,0.091,1.068,-0.854,0,-7.141,-0.659,-0.835,-101.678,-3.567,16.727,-35.427,32.49,,,,,,,,,,,,,,,
 22:02:14.069,COM14,,0.153,-0.063,1.036,0.793,0.183,-8.789,-0.626,-0.901,-101.816,-3.607,16.647,-35.427,32.5,,,,,,,,,,,,,,,
 22:02:14.073,COM14,,0.076,0.102,1.019,1.282,0.061,-9.094,-0.577,-0.945,-101.97,-3.587,17.68,-35.367,32.5,,,,,,,,,,,,,,,
 22:02:14.101,COM14,,0.084,-0.019,0.967,2.075,0.671,-9.766,-0.505,-0.994,-102.145,-3.54,18.32,-35.427,32.51,,,,,,,,,,,,,,,
 22:02:14.134,COM14,,0.098,-0.029,0.977,0.854,0.244,-9.949,-0.428,-1.044,-102.332,-3.507,18.753,-35.513,32.5,,,,,,,,,,,,,,,
 22:02:14.138,COM14,,0.049,0.093,0.954,-0.427,0,-10.437,-0.379,-1.082,-102.524,-3.473,18.987,-35.58,32.46,,,,,,,,,,,,,,,
 22:02:14.169,COM14,,-0.018,0.129,0.982,-1.404,-0.916,-9.521,-0.352,-1.132,-102.728,-3.407,19.2,-35.553,32.5,,,,,,,,,,,,,,,
 22:02:14.172,COM14,,0.145,-0.007,1.034,-1.709,-0.244,-10.62,-0.324,-1.187,-102.931,-3.3,19.293,-35.56,32.49,,,,,,,,,,,,,,,
 22:02:14.201,COM14,,0.038,0.102,1.061,0.732,0.183,-11.597,-0.291,-1.236,-103.129,-3.22,19.333,-35.5,32.5,,,,,,,,,,,,,,,
 22:02:14.233,COM14,,0.101,0.015,1.052,2.38,-0.305,-12.207,-0.209,-1.285,-103.343,-3.06,19.293,-35.427,32.49,,,,,,,,,,,,,,,
 22:02:14.237,COM14,,0.08,0.014,0.949,1.099,-0.061,-13.062,-0.11,-1.324,-103.579,-2.98,19.233,-35.38,32.5,,,,,,,,,,,,,,,
 22:02:14.257,COM14,,0.062,0,0.9,1.282,1.343,-13.611,-0.033,-1.368,-103.826,-2.893,19.147,-35.38,32.49,,,,,,,,,,,,,,,
 22:02:14.286,COM14,,0.073,0.102,1.116,0.122,0,-13.611,0.033,-1.406,-104.09,-2.833,19.067,-35.46,32.46,,,,,,,,,,,,,,,
 22:02:14.290,COM14,,-0.044,0.149,0.84,-2.014,-2.258,-12.695,0.082,-1.428,-104.365,-3.013,19.047,-35.347,32.48,,,,,,,,,,,,,,,
 22:02:14.319,COM14,,0.14,-0.049,1.017,-2.014,-0.488,-14.221,0.11,-1.478,-104.628,-3.433,19,-35.307,32.51,,,,,,,,,,,,,,,
 22:02:14.353,COM14,,0.04,0.062,1.072,-0.061,0.854,-16.296,0.137,-1.544,-104.892,-4.193,18.88,-35.393,32.48,,,,,,,,,,,,,,,
 22:02:14.358,COM14,,0.034,0.204,1.167,1.709,0,-15.564,0.209,-1.577,-105.183,-4.613,18.72,-35.36,32.49,,,,,,,,,,,,,,,
 22:02:14.388,COM14,,0.036,0.003,0.858,1.648,-1.038,-16.174,0.319,-1.599,-105.507,-4.827,18.633,-35.3,32.46,,,,,,,,,,,,,,,
 22:02:14.392,COM14,,0.101,-0.018,0.898,1.221,1.465,-18.738,0.417,-1.631,-105.82,-4.913,18.58,-35.26,32.49,,,,,,,,,,,,,,,
 22:02:14.421,COM14,,-0.097,0.186,1.068,-0.366,-0.061,-18.005,0.5,-1.664,-106.161,-4.94,18.547,-35.287,32.48,,,,,,,,,,,,,,,
 22:02:14.452,COM14,,-0.043,0.158,0.952,-2.502,-2.441,-16.052,0.555,-1.67,-106.529,-4.88,18.513,-35.307,32.48,,,,,,,,,,,,,,,
 22:02:14.457,COM14,,0.132,-0.06,0.958,-2.441,-0.183,-18.127,0.588,-1.697,-106.88,-4.807,18.48,-35.353,32.48,,,,,,,,,,,,,,,
 22:02:14.486,COM14,,0.076,0.084,1.086,-0.183,1.099,-20.935,0.621,-1.736,-107.216,-4.713,18.38,-35.387,32.52,,,,,,,,,,,,,,,
 22:02:14.491,COM14,,-0.139,0.236,1.133,1.465,-0.122,-20.691,0.703,-1.741,-107.589,-4.6,18.307,-35.387,32.48,,,,,,,,,,,,,,,
 22:02:14.523,COM14,,0.046,0.03,0.906,1.526,-1.099,-20.264,0.818,-1.741,-108.007,-5.307,18.253,-35.307,32.49,,,,,,,,,,,,,,,
 22:02:14.557,COM14,,0.069,0.005,0.95,0.427,1.16,-23.01,0.923,-1.747,-108.424,-6.027,18.193,-35.307,32.5,,,,,,,,,,,,,,,
 22:02:14.560,COM14,,-0.149,0.158,0.907,-0.671,0.366,-23.071,1.005,-1.752,-108.842,-6.447,18.4,-35.273,32.5,,,,,,,,,,,,,,,
 22:02:14.589,COM14,,-0.104,0.142,1.073,-2.686,-2.319,-21.24,1.066,-1.736,-109.303,-6.607,18.633,-35.327,32.48,,,,,,,,,,,,,,,
 22:02:14.592,COM14,,0.078,-0.027,0.927,-2.319,-0.122,-22.583,1.099,-1.725,-109.759,-6.667,18.947,-35.233,32.5,,,,,,,,,,,,,,,
 22:02:14.621,COM14,,0.113,0.088,1.083,-0.977,0.549,-25.391,1.137,-1.73,-110.193,-6.687,18.993,-35.213,32.51,,,,,,,,,,,,,,,
 22:02:14.653,COM14,,-0.199,0.187,1.044,0.061,0.183,-26.978,1.198,-1.708,-110.66,-6.527,19.533,-35.287,32.52,,,,,,,,,,,,,,,
 22:02:14.656,COM14,,0.023,0.058,1.016,1.404,-0.427,-26.672,1.296,-1.692,-111.176,-6.36,19.64,-35.253,32.47,,,,,,,,,,,,,,,
 22:02:14.687,COM14,,0.029,0.031,0.966,0.488,0.305,-28.992,1.401,-1.664,-111.72,-7.093,20.153,-35.253,32.52,,,,,,,,,,,,,,,
 22:02:14.691,COM14,,-0.181,0.086,0.822,-1.709,0.427,-30.029,1.478,-1.642,-112.264,-7.727,19.693,-35.26,32.48,,,,,,,,,,,,,,,
 22:02:14.719,COM14,,-0.164,0.123,1.104,-3.723,-0.854,-27.893,1.511,-1.609,-112.852,-8.067,19.207,-35.34,32.49,,,,,,,,,,,,,,,
 22:02:14.750,COM14,,0.008,0.027,1.07,-1.404,-0.427,-28.687,1.527,-1.566,-113.445,-8.22,18.847,-35.413,32.5,,,,,,,,,,,,,,,
 22:02:14.755,COM14,,-0.119,0.098,0.903,-0.671,0,-30.762,1.577,-1.527,-114.011,-8.233,18.92,-35.387,32.5,,,,,,,,,,,,,,,
 22:02:14.793,COM14,,-0.139,0.123,1.044,-2.38,0.854,-32.104,1.631,-1.478,-114.598,-8.193,18.693,-35.487,32.55,,,,,,,,,,,,,,,
 22:02:14.798,COM14,,0.126,0.069,1.076,-0.366,0.183,-35.156,1.675,-1.417,-115.225,-8.127,18.627,-35.407,32.5,,,,,,,,,,,,,,,
 22:02:14.829,COM14,,-0.069,0.061,1.025,2.014,0.61,-37.354,1.758,-1.34,-115.884,-8.293,18.553,-35.333,32.5,,,,,,,,,,,,,,,
 22:02:14.832,COM14,,-0.144,0.103,0.846,-0.793,0.183,-38.635,1.851,-1.285,-116.603,-9.093,18.507,-35.387,32.51,,,,,,,,,,,,,,,
 22:02:14.868,COM14,,-0.126,-0.006,0.916,-4.333,-0.305,-39.49,1.89,-1.23,-117.356,-9.507,18.513,-35.427,32.49,,,,,,,,,,,,,,,
 22:02:14.872,COM14,,-0.144,0.077,1.116,-3.54,0.244,-39.673,1.873,-1.17,-118.136,-9.707,18.54,-35.527,32.49,,,,,,,,,,,,,,,
 22:02:14.933,COM14,,-0.256,0.062,1.029,-1.526,-0.244,-39.246,1.879,-1.104,-118.927,-9.727,18.56,-35.507,32.5,,,,,,,,,,,,,,,
 22:02:14.936,COM14,,-0.208,0.006,1.013,0.061,0.183,-39.124,1.917,-1.027,-119.724,-9.633,18.6,-35.52,32.51,,,,,,,,,,,,,,,
 22:02:14.939,COM14,,0.074,0.105,1.005,-0.183,1.038,-41.077,1.967,-0.939,-120.509,-10.6,18.667,-35.513,32.49,,,,,,,,,,,,,,,
 22:02:14.972,COM14,,-0.141,0.052,0.905,-2.136,0.183,-44.678,2.01,-0.829,-121.306,-11.12,18.7,-35.593,32.5,,,,,,,,,,,,,,,
 22:02:14.975,COM14,,-0.167,0.073,1.041,-2.502,0.366,-44.434,2.021,-0.725,-122.146,-11.38,18.82,-35.687,32.47,,,,,,,,,,,,,,,
 22:02:15.008,COM14,,-0.152,-0.013,1.003,-1.953,-0.183,-46.143,2.027,-0.637,-123.041,-11.487,19.013,-35.66,32.48,,,,,,,,,,,,,,,
 22:02:15.011,COM14,,-0.14,0.053,1.025,-0.916,0.427,-47.363,2.038,-0.544,-123.942,-11.367,19.133,-35.707,32.5,,,,,,,,,,,,,,,
 22:02:15.040,COM14,,-0.168,0.093,1.007,-1.526,0.549,-47.791,2.054,-0.45,-124.876,-12.293,19.3,-35.607,32.51,,,,,,,,,,,,,,,
 22:02:15.071,COM14,,-0.143,0,1.039,-0.549,-0.122,-49.194,2.071,-0.346,-125.826,-12.847,18.58,-35.707,32.49,,,,,,,,,,,,,,,
 22:02:15.074,COM14,,-0.144,0.024,0.943,-0.183,0.244,-50.842,2.098,-0.236,-126.793,-13.133,17.953,-35.767,32.51,,,,,,,,,,,,,,,
 22:02:15.103,COM14,,-0.143,0.054,0.931,-2.319,0.366,-51.392,2.115,-0.137,-127.787,-13.253,17.493,-35.72,32.5,,,,,,,,,,,,,,,
 22:02:15.110,COM14,,-0.076,0.102,1.079,-2.075,0.244,-52.979,2.104,-0.033,-128.809,-13.147,17.313,-35.72,32.47,,,,,,,,,,,,,,,
 22:02:15.142,COM14,,-0.206,-0.061,0.957,-1.526,1.038,-53.711,2.098,0.077,-129.847,-13.613,17.267,-35.72,32.48,,,,,,,,,,,,,,,
 22:02:15.148,COM14,,-0.173,0.051,1.039,0,1.282,-53.528,2.093,0.176,-130.913,-14.327,17.28,-35.76,32.48,,,,,,,,,,,,,,,
 22:02:15.180,COM14,,-0.102,0.045,1.019,-0.671,0.61,-54.382,2.109,0.297,-131.99,-14.687,17.4,-35.693,32.48,,,,,,,,,,,,,,,
 22:02:15.211,COM14,,-0.109,0.067,0.936,-1.16,0.122,-55.481,2.109,0.423,-133.066,-14.873,17.56,-35.74,32.5,,,,,,,,,,,,,,,
 22:02:15.217,COM14,,-0.122,0.05,0.985,-2.075,1.038,-55.603,2.098,0.527,-134.16,-14.873,16.847,-35.873,32.48,,,,,,,,,,,,,,,
 22:02:15.246,COM14,,-0.188,-0.021,0.963,-2.319,0.671,-56.519,2.071,0.626,-135.275,-15.08,16.22,-35.987,32.5,,,,,,,,,,,,,,,
 22:02:15.252,COM14,,-0.128,0.083,1.101,-1.343,0.732,-56.213,2.038,0.736,-136.39,-15.973,15.873,-36.013,32.46,,,,,,,,,,,,,,,
 22:02:15.276,COM14,,-0.114,0.002,0.984,-1.038,0.793,-56.641,2.021,0.84,-137.521,-16.48,15.8,-35.853,32.5,,,,,,,,,,,,,,,
 22:02:15.305,COM14,,-0.108,0.089,0.982,-0.732,2.075,-57.007,2.01,0.95,-138.653,-16.727,15.833,-35.873,32.5,,,,,,,,,,,,,,,
 22:02:15.312,COM14,,-0.168,0.07,1.01,-1.221,0.854,-57.129,2,1.055,-139.79,-16.8,15.14,-35.873,32.47,,,,,,,,,,,,,,,
 22:02:15.343,COM14,,-0.1,0.055,0.899,-1.587,0.61,-57.19,1.983,1.176,-140.933,-16.74,14.553,-35.733,32.48,,,,,,,,,,,,,,,
 22:02:15.374,COM14,,-0.119,0.067,1.056,-2.502,2.075,-57.068,1.956,1.269,-142.075,-16.593,14.227,-35.807,32.47,,,,,,,,,,,,,,,
 22:02:15.379,COM14,,-0.159,0.042,1.046,-1.343,1.221,-56.763,1.923,1.373,-143.223,-16.793,14.133,-35.84,32.5,,,,,,,,,,,,,,,
 22:02:15.405,COM14,,-0.075,0.078,1.026,-1.099,1.099,-55.908,1.906,1.483,-144.366,-17.647,14.073,-36.007,32.5,,,,,,,,,,,,,,,
 22:02:15.409,COM14,,-0.088,-0.007,0.927,-1.038,1.709,-54.443,1.89,1.582,-145.503,-18.14,14.14,-36.113,32.49,,,,,,,,,,,,,,,
 22:02:15.440,COM14,,-0.05,0.125,1.036,-1.892,0.854,-52.612,1.868,1.675,-146.618,-18.427,13.927,-36.153,32.49,,,,,,,,,,,,,,,
 22:02:15.472,COM14,,-0.079,0.026,0.903,-2.686,1.465,-51.758,1.835,1.769,-147.7,-18.547,13.12,-36.22,32.49,,,,,,,,,,,,,,,
 22:02:15.476,COM14,,-0.057,0.024,1.081,-2.625,2.136,-49.805,1.791,1.84,-148.749,-18.553,12.653,-36.16,32.48,,,,,,,,,,,,,,,
 22:02:15.502,COM14,,-0.077,0.061,1.01,-1.77,1.648,-47.241,1.747,1.923,-149.777,-18.507,12.42,-36.207,32.49,,,,,,,,,,,,,,,
 22:02:15.509,COM14,,-0.052,0.042,0.988,-0.427,2.075,-44.861,1.719,2,-150.765,-18.407,12.347,-36.32,32.49,,,,,,,,,,,,,,,
 22:02:15.539,COM14,,0.037,0.035,1.031,-1.892,0.305,-42.542,1.708,2.071,-151.699,-18.373,12.413,-36.3,32.49,,,,,,,,,,,,,,,
 22:02:15.571,COM14,,-0.011,-0.001,0.812,-3.113,2.625,-39.673,1.67,2.137,-152.589,-18.287,12.287,-36.38,32.52,,,,,,,,,,,,,,,
 22:02:15.576,COM14,,-0.04,0.019,1.095,-3.052,3.357,-36.621,1.609,2.17,-153.43,-18.213,11.887,-36.307,32.5,,,,,,,,,,,,,,,
 22:02:15.606,COM14,,0.046,0.003,1.086,-2.686,1.282,-34.18,1.549,2.236,-154.21,-18.087,11.18,-36.18,32.51,,,,,,,,,,,,,,,
 22:02:15.609,COM14,,0.052,-0.035,0.985,-0.854,2.441,-29.907,1.505,2.296,-154.929,-18.86,10.767,-36.18,32.5,,,,,,,,,,,,,,,
 22:02:15.638,COM14,,0.021,0.022,1.039,-1.587,1.038,-26.062,1.478,2.324,-155.594,-19.367,10.52,-36.087,32.51,,,,,,,,,,,,,,,
 22:02:15.670,COM14,,-0.009,-0.005,0.917,-1.709,1.343,-23.499,1.439,2.346,-156.176,-19.947,10.46,-36.12,32.45,,,,,,,,,,,,,,,
 22:02:15.674,COM14,,0.095,-0.048,1.037,-1.404,2.014,-21.057,1.406,2.346,-156.687,-20.247,10.46,-36.127,32.5,,,,,,,,,,,,,,,
 22:02:15.707,COM14,,0.021,-0.004,0.981,-2.075,1.038,-17.7,1.362,2.351,-157.143,-20.467,10.433,-36.127,32.5,,,,,,,,,,,,,,,
 22:02:15.710,COM14,,0.034,-0.014,0.995,-2.686,0.244,-13.977,1.313,2.351,-157.549,-20.62,10.453,-36.08,32.5,,,,,,,,,,,,,,,
 22:02:15.737,COM14,,0.066,-0.069,1.021,-1.648,0.488,-11.108,1.258,2.329,-157.885,-20.673,10.487,-35.973,32.5,,,,,,,,,,,,,,,
 22:02:15.768,COM14,,0.082,-0.082,1.015,-0.671,1.709,-9.155,1.219,2.296,-158.154,-20.687,10.513,-36.007,32.5,,,,,,,,,,,,,,,
 22:02:15.773,COM14,,0.066,-0.036,1.016,-1.038,0.427,-5.493,1.187,2.269,-158.368,-20.707,10.553,-35.96,32.5,,,,,,,,,,,,,,,
 22:02:15.795,COM14,,0.034,-0.03,0.985,-1.16,-0.122,-1.831,1.154,2.247,-158.533,-20.713,10.513,-35.847,32.5,,,,,,,,,,,,,,,
 22:02:15.827,COM14,,0.094,-0.094,1.026,-0.366,0,-0.061,1.121,2.197,-158.626,-20.713,10.487,-35.827,32.54,,,,,,,,,,,,,,,
 22:02:15.831,COM14,,0.037,-0.074,0.93,-0.427,0.61,1.831,1.093,2.142,-158.654,-20.733,10.44,-35.593,32.5,,,,,,,,,,,,,,,
 22:02:15.857,COM14,,0.048,-0.035,1.024,-1.526,0.122,4.761,1.06,2.087,-158.648,-20.76,10.467,-35.373,32.5,,,,,,,,,,,,,,,
 22:02:15.888,COM14,,0.052,-0.067,1.012,-1.038,-0.793,7.69,1.011,2.038,-158.599,-20.76,10.347,-35.407,32.5,,,,,,,,,,,,,,,
 22:02:15.894,COM14,,0.057,-0.087,0.998,-0.061,0,9.216,0.978,1.983,-158.494,-20.72,10.287,-35.44,32.52,,,,,,,,,,,,,,,
 22:02:15.926,COM14,,0.014,-0.066,0.987,-0.061,-0.122,11.353,0.956,1.917,-158.329,-20.7,10.167,-35.46,32.51,,,,,,,,,,,,,,,
 22:02:15.930,COM14,,0.014,-0.038,1.021,-0.977,-0.427,14.16,0.928,1.868,-158.137,-20.653,10.327,-35.493,32.53,,,,,,,,,,,,,,,
 22:02:15.956,COM14,,0.057,-0.089,1.026,0,-0.854,16.296,0.895,1.813,-157.901,-20.667,10.647,-35.367,32.48,,,,,,,,,,,,,,,
 22:02:15.987,COM14,,0.027,-0.082,0.946,0.122,-0.427,17.822,0.873,1.763,-157.61,-20.653,11.16,-35.38,32.51,,,,,,,,,,,,,,,
 22:02:15.993,COM14,,0.079,-0.078,0.997,-0.793,-0.671,19.592,0.846,1.703,-157.275,-20.633,11.673,-35.267,32.48,,,,,,,,,,,,,,,
 22:02:16.025,COM14,,0.064,-0.097,0.983,-1.343,-0.977,21.423,0.807,1.653,-156.912,-20.587,11.913,-35.227,32.5,,,,,,,,,,,,,,,
 22:02:16.028,COM14,,0.063,-0.102,1.042,-0.671,-1.038,22.949,0.758,1.599,-156.511,-20.56,11.933,-35.02,32.5,,,,,,,,,,,,,,,
 22:02:16.057,COM14,,0.03,-0.108,1,0.305,-0.793,24.536,0.72,1.533,-156.077,-20.553,11.853,-34.84,32.51,,,,,,,,,,,,,,,
 22:02:16.089,COM14,,0.04,-0.086,1.01,0.61,-0.916,26.489,0.692,1.472,-155.61,-20.54,11.773,-34.72,32.5,,,,,,,,,,,,,,,
 22:02:16.092,COM14,,0.031,-0.068,0.999,0.732,-1.099,28.076,0.676,1.417,-155.116,-20.567,11.98,-34.62,32.52,,,,,,,,,,,,,,,
 22:02:16.124,COM14,,0.028,-0.076,0.971,0.549,-0.916,29.602,0.659,1.362,-154.578,-20.573,12.8,-34.54,32.51,,,,,,,,,,,,,,,
 22:02:16.127,COM14,,0.076,-0.099,0.979,-0.183,-0.854,29.724,0.637,1.307,-154.012,-20.533,13.227,-34.367,32.5,,,,,,,,,,,,,,,
 22:02:16.156,COM14,,0.042,-0.088,0.985,-1.282,-0.854,30.762,0.593,1.258,-153.419,-20.527,13.4,-34.26,32.48,,,,,,,,,,,,,,,
 22:02:16.189,COM14,,-0.018,-0.094,0.986,-0.305,-2.014,33.02,0.544,1.208,-152.82,-20.48,13.38,-34.133,32.51,,,,,,,,,,,,,,,
 22:02:16.192,COM14,,-0.003,-0.086,1.077,0.366,-1.221,35.156,0.505,1.154,-152.199,-20.453,13.3,-33.947,32.47,,,,,,,,,,,,,,,
 22:02:16.221,COM14,,-0.004,-0.07,1.014,1.221,-0.488,36.133,0.489,1.093,-151.529,-20.393,13.993,-33.78,32.52,,,,,,,,,,,,,,,
 22:02:16.227,COM14,,0.057,-0.096,0.938,0.549,-0.977,37.964,0.478,1.06,-150.82,-20.28,14.54,-33.527,32.5,,,,,,,,,,,,,,,
 22:02:16.259,COM14,,0.068,-0.127,0.945,-0.183,-1.465,38.635,0.456,1.038,-150.09,-20.107,14.733,-33.327,32.5,,,,,,,,,,,,,,,
 22:02:16.289,COM14,,0.077,-0.085,1.081,-0.61,-1.77,39.185,0.412,1.005,-149.326,-20.533,15.547,-33.167,32.5,,,,,,,,,,,,,,,
 22:02:16.294,COM14,,0.053,-0.113,0.941,0.427,-1.953,39.001,0.374,0.956,-148.552,-20.987,16.12,-33.02,32.51,,,,,,,,,,,,,,,
 22:02:16.306,COM14,,0.008,-0.115,1.044,0,-0.854,39.49,0.341,0.901,-147.772,-21.527,16.32,-32.893,32.49,,,,,,,,,,,,,,,
 22:02:16.334,COM14,,0.001,-0.07,0.996,0.671,-1.465,41.321,0.302,0.846,-146.992,-21.76,16.387,-32.7,32.48,,,,,,,,,,,,,,,
 22:02:16.366,COM14,,0.017,-0.106,1.031,1.404,-1.099,43.213,0.286,0.813,-146.19,-21.96,17.393,-32.533,32.5,,,,,,,,,,,,,,,
 22:02:16.370,COM14,,0.031,-0.068,1.002,1.099,-1.892,44.189,0.275,0.78,-145.36,-21.887,17.76,-32.64,32.5,,,,,,,,,,,,,,,
 22:02:16.399,COM14,,0.071,-0.12,0.902,0.427,-1.343,43.579,0.258,0.747,-144.487,-21.72,18.693,-32.713,32.51,,,,,,,,,,,,,,,
 22:02:16.406,COM14,,0.074,-0.118,1.003,-0.366,-1.709,43.091,0.22,0.709,-143.608,-21.627,19.36,-32.727,32.5,,,,,,,,,,,,,,,
 22:02:16.438,COM14,,0.066,-0.084,1.031,0.244,-2.014,42.725,0.176,0.67,-142.74,-21.567,20.18,-32.74,32.46,,,,,,,,,,,,,,,
 22:02:16.469,COM14,,-0.049,-0.08,1.051,0.61,-0.549,44.312,0.143,0.626,-141.883,-21.48,21.027,-32.747,32.48,,,,,,,,,,,,,,,
 22:02:16.473,COM14,,-0.057,-0.105,0.991,1.831,-1.465,46.753,0.121,0.577,-141.021,-21.74,21.347,-32.867,32.49,,,,,,,,,,,,,,,
 22:02:16.502,COM14,,0.084,-0.097,0.946,0.793,-1.526,47.607,0.115,0.56,-140.125,-22.453,21.96,-32.92,32.53,,,,,,,,,,,,,,,
 22:02:16.507,COM14,,0.081,-0.092,1.005,0.305,-1.953,46.997,0.093,0.544,-139.186,-23.14,22.487,-33.113,32.49,,,,,,,,,,,,,,,
 22:02:16.535,COM14,,0.042,-0.092,0.976,0.793,-1.831,46.082,0.06,0.516,-138.235,-23.373,23.067,-33.22,32.49,,,,,,,,,,,,,,,
 22:02:16.570,COM14,,0.046,-0.11,1.03,0.732,-1.892,45.41,0.038,0.478,-137.302,-23.4,23.887,-33.36,32.5,,,,,,,,,,,,,,,
 22:02:16.573,COM14,,0.008,-0.091,0.992,0.244,-0.732,45.776,0.005,0.439,-136.384,-23.54,24.553,-33.407,32.5,,,,,,,,,,,,,,,
 22:02:16.600,COM14,,-0.007,-0.09,1.056,1.404,-1.282,47.241,-0.022,0.401,-135.472,-23.673,25.487,-33.56,32.46,,,,,,,,,,,,,,,
 22:02:16.606,COM14,,-0.037,-0.114,0.947,2.686,-2.319,49.133,-0.027,0.39,-134.555,-23.58,26.667,-33.693,32.47,,,,,,,,,,,,,,,
 22:02:16.639,COM14,,-0.007,-0.099,0.968,0.61,-1.343,51.392,-0.027,0.368,-133.599,-23.867,27.46,-33.82,32.49,,,,,,,,,,,,,,,
 22:02:16.672,COM14,,0.099,-0.059,1.042,0.366,-2.075,51.147,-0.055,0.346,-132.605,-24.007,28.313,-33.947,32.5,,,,,,,,,,,,,,,
 22:02:16.675,COM14,,0.033,-0.101,1.004,1.221,-1.282,49.866,-0.082,0.335,-131.578,-24.053,29.04,-34.027,32.5,,,,,,,,,,,,,,,
 22:02:16.704,COM14,,0.07,-0.131,0.956,1.526,-1.16,48.401,-0.093,0.313,-130.562,-24.187,30.307,-34.227,32.51,,,,,,,,,,,,,,,
 22:02:16.707,COM14,,0.091,-0.128,1.003,0.854,-1.16,46.448,-0.11,0.297,-129.573,-23.707,31.173,-34.547,32.51,,,,,,,,,,,,,,,
 22:02:16.736,COM14,,0.014,-0.064,1.056,1.77,-1.465,45.471,-0.137,0.28,-128.617,-23.147,32.2,-34.647,32.5,,,,,,,,,,,,,,,
 22:02:16.769,COM14,,-0.072,-0.067,1.009,2.38,-1.465,47.241,-0.137,0.253,-127.694,-23.067,33.213,-34.753,32.5,,,,,,,,,,,,,,,
