matlab_sample_id,matlab_sweep_id,matlab_sweep_index,input_angle_rad,input_direction,jacobian_condition,eligibility,pmks_sample_id,status,reason
matlab_0093,matlab_sweep_00,93,2.0868038133555338,1,2.3615404302947818,eligible,pmks_positive_0093,matched,
matlab_0094,matlab_sweep_00,94,2.1042571058754769,1,2.3518592395751159,eligible,pmks_positive_0094,matched,
matlab_0095,matlab_sweep_00,95,2.12171039839542,1,2.3420567140023034,eligible,pmks_positive_0095,matched,
matlab_0096,matlab_sweep_00,96,2.1391636909153631,1,2.3321474146345911,eligible,pmks_positive_0096,matched,
matlab_0097,matlab_sweep_00,97,2.1566169834353062,1,2.3221457522557221,eligible,pmks_positive_0097,matched,
matlab_0098,matlab_sweep_00,98,2.1740702759552493,1,2.3120659633406069,eligible,pmks_positive_0098,matched,
matlab_0099,matlab_sweep_00,99,2.1915235684751924,1,2.3019220883038218,eligible,pmks_positive_0099,matched,
matlab_0100,matlab_sweep_00,100,2.2089768609951355,1,2.291727951989369,eligible,pmks_positive_0100,matched,
matlab_0101,matlab_sweep_00,101,2.2264301535150786,1,2.2814971463446425,eligible,pmks_positive_0101,matched,
matlab_0102,matlab_sweep_00,102,2.2438834460350217,1,2.2712430152079408,eligible,pmks_positive_0102,matched,
matlab_0103,matlab_sweep_00,103,2.2613367385549648,1,2.2609786411271022,eligible,pmks_positive_0103,matched,
matlab_0104,matlab_sweep_00,104,2.2787900310749079,1,2.2507168341168837,eligible,pmks_positive_0104,matched,
matlab_0105,matlab_sweep_00,105,2.2962433235948509,1,2.2404701222544947,eligible,pmks_positive_0105,matched,
matlab_0106,matlab_sweep_00,106,2.313696616114794,1,2.2302507440061579,eligible,pmks_positive_0106,matched,
matlab_0107,matlab_sweep_00,107,2.3311499086347371,1,2.2200706421725682,eligible,pmks_positive_0107,matched,
matlab_0108,matlab_sweep_00,108,2.3486032011546802,1,2.2099414593375899,eligible,pmks_positive_0108,matched,
matlab_0109,matlab_sweep_00,109,2.3660564936746233,1,2.1998745347023285,eligible,pmks_positive_0109,matched,
matlab_0110,matlab_sweep_00,110,2.3835097861945664,1,2.189880902185783,eligible,pmks_positive_0110,matched,
matlab_0111,matlab_sweep_00,111,2.4009630787145095,1,2.1799712896733565,eligible,pmks_positive_0111,matched,
matlab_0112,matlab_sweep_00,112,2.4184163712344526,1,2.1701561192957239,eligible,pmks_positive_0112,matched,
matlab_0113,matlab_sweep_00,113,2.4358696637543957,1,2.160445508622495,eligible,pmks_positive_0113,matched,
matlab_0114,matlab_sweep_00,114,2.4533229562743388,1,2.1508492726579593,eligible,pmks_positive_0114,matched,
matlab_0115,matlab_sweep_00,115,2.4707762487942819,1,2.1413769265296332,eligible,pmks_positive_0115,matched,
matlab_0116,matlab_sweep_00,116,2.488229541314225,1,2.1320376887644064,eligible,pmks_positive_0116,matched,
matlab_0117,matlab_sweep_00,117,2.5056828338341681,1,2.1228404850515967,eligible,pmks_positive_0117,matched,
matlab_0118,matlab_sweep_00,118,2.5231361263541112,1,2.1137939523972036,eligible,pmks_positive_0118,matched,
matlab_0119,matlab_sweep_00,119,2.5405894188740543,1,2.1049064435789338,eligible,pmks_positive_0119,matched,
matlab_0120,matlab_sweep_00,120,2.5580427113939974,1,2.0961860318171577,eligible,pmks_positive_0120,matched,
matlab_0121,matlab_sweep_00,121,2.5754960039139405,1,2.0876405155827502,eligible,pmks_positive_0121,matched,
matlab_0122,matlab_sweep_00,122,2.5929492964338836,1,2.0792774234687235,eligible,pmks_positive_0122,matched,
matlab_0123,matlab_sweep_00,123,2.6104025889538267,1,2.0711040190586729,eligible,pmks_positive_0123,matched,
matlab_0124,matlab_sweep_00,124,2.6278558814737698,1,2.0631273057312081,eligible,pmks_positive_0124,matched,
matlab_0125,matlab_sweep_00,125,2.6453091739937129,1,2.0553540313457495,eligible,pmks_positive_0125,matched,
matlab_0126,matlab_sweep_00,126,2.662762466513656,1,2.0477906927613354,eligible,pmks_positive_0126,matched,
matlab_0127,matlab_sweep_00,127,2.6802157590335991,1,2.0404435401462733,eligible,pmks_positive_0127,matched,
matlab_0128,matlab_sweep_00,128,2.6976690515535422,1,2.0333185810426095,eligible,pmks_positive_0128,matched,
matlab_0129,matlab_sweep_00,129,2.7151223440734853,1,2.026421584155544,eligible,pmks_positive_0129,matched,
matlab_0130,matlab_sweep_00,130,2.7325756365934284,1,2.0197580828438246,eligible,pmks_positive_0130,matched,
matlab_0131,matlab_sweep_00,131,2.7500289291133715,1,2.0133333782930749,eligible,pmks_positive_0131,matched,
matlab_0132,matlab_sweep_00,132,2.7674822216333146,1,2.0071525423596368,eligible,pmks_positive_0132,matched,
matlab_0133,matlab_sweep_00,133,2.7849355141532577,1,2.0012204200780639,eligible,pmks_positive_0133,matched,
matlab_0134,matlab_sweep_00,134,2.8023888066732008,1,1.9955416318306134,eligible,pmks_positive_0134,matched,
matlab_0135,matlab_sweep_00,135,2.8198420991931439,1,1.9901205751821418,eligible,pmks_positive_0135,matched,
matlab_0136,matlab_sweep_00,136,2.837295391713087,1,1.9849614263884836,eligible,pmks_positive_0136,matched,
matlab_0137,matlab_sweep_00,137,2.8547486842330301,1,1.9800681415907979,eligible,pmks_positive_0137,matched,
