Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Pressure(Pa),Height(m),Longitude(),Latitude(),GPS ground speed(km),Angle of course(°),GPS height(m),Number of satellites(),Position location(),Horizontal position(),Vertical position(),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 19:06:12.153,COM16, 2000-00-00 00:26:15.350, 0.172, -0.098, 1.003, 8.606, 5.310, 23.010, 0.917, 1.016, -37.864, -13.180, 20.573, -36.440, 31.30,,,,,,,,,,,,,,,,
 19:06:12.153,COM13, 2000-00-00 00:27:33.275, 0.001, 0.008, 0.990, -4.211, 1.709, 88.257, 1.549, 5.751, 37.974, -8.813, 96.053, -99.333, 31.27,,,,,,,,,,,,,,,,
 19:06:12.153,COM14, 2000-00-06 17:26:12.978, 0.061, -0.077, 0.968, 0.488, -0.854, 26.001, -1.230, 1.527, -5.592, -24.920, 6.687, -32.987, 31.49,,,,,,,,,,,,,,,,
 19:06:12.158,COM16, 2000-00-00 00:26:15.360, 0.172, -0.174, 1.004, -7.690, -5.615, 23.865, 0.807, 0.912, -37.573, -13.067, 20.487, -36.447, 31.31,,,,,,,,,,,,,,,,
 19:06:12.159,COM13, 2000-00-00 00:27:33.295, -0.094, 0.008, 1.014, -5.615, 0.916, 88.867, 1.599, 5.784, 39.743, -8.993, 96.287, -100.960, 31.30,,,,,,,,,,,,,,,,
 19:06:12.161,COM16, 2000-00-00 00:26:15.370, 0.054, -0.174, 1.004, -7.690, -5.615, 23.865, 0.692, 0.807, -37.288, -13.280, 20.960, -36.473, 31.31,,,,,,,,,,,,,,,,
 19:06:12.164,COM13, 2000-00-00 00:27:33.315, -0.024, -0.001, 0.982, -6.897, -0.122, 87.280, 1.620, 5.790, 41.517, -9.593, 96.593, -102.800, 31.26,,,,,,,,,,,,,,,,
 19:06:12.167,COM16, 2000-00-00 00:26:15.380, 0.054, -0.107, 0.980, -0.549, 0.916, 26.367, 0.648, 0.769, -36.980, -13.140, 21.373, -36.533, 31.34,,,,,,,,,,,,,,,,
 19:06:12.183,COM14, 2000-00-06 17:26:12.998, 0.063, -0.035, 1.017, 1.343, -0.977, 26.978, -1.203, 1.472, -5.054, -25.953, 6.627, -32.833, 31.48,,,,,,,,,,,,,,,,
 19:06:12.188,COM14, 2000-00-06 17:26:13.018, 0.127, -0.060, 0.989, 1.160, -0.244, 28.076, -1.187, 1.428, -4.493, -25.853, 6.573, -32.547, 31.50,,,,,,,,,,,,,,,,
 19:06:12.192,COM13, 2000-00-00 00:27:33.335, -0.107, -0.032, 0.976, -5.432, 1.038, 86.670, 1.626, 5.790, 43.264, -9.580, 97.420, -104.960, 31.28,,,,,,,,,,,,,,,,
 19:06:12.218,COM14, 2000-00-06 17:26:13.038, 0.051, -0.058, 0.999, 0.549, -1.099, 28.625, -1.181, 1.362, -3.922, -26.520, 7.060, -32.227, 31.49,,,,,,,,,,,,,,,,
 19:06:12.223,COM13, 2000-00-00 00:27:33.355, -0.020, -0.025, 0.993, -5.188, 2.869, 84.167, 1.648, 5.817, 44.989, -10.000, 97.793, -106.847, 31.26,,,,,,,,,,,,,,,,
 19:06:12.224,COM14, 2000-00-06 17:26:13.058, 0.015, -0.060, 0.990, 0.183, -1.160, 29.175, -1.181, 1.296, -3.340, -26.940, 7.667, -32.133, 31.47,,,,,,,,,,,,,,,,
 19:06:12.230,COM13, 2000-00-00 00:27:33.375, -0.108, 0.035, 1.012, -2.441, 2.441, 85.144, 1.686, 5.867, 46.681, -10.020, 97.940, -108.920, 31.27,,,,,,,,,,,,,,,,
 19:06:12.237,COM16, 2000-00-00 00:26:15.390, 0.118, -0.107, 0.980, -0.549, 0.916, 26.367, 0.604, 0.731, -36.661, -12.733, 21.427, -36.587, 31.34,,,,,,,,,,,,,,,,
 19:06:12.242,COM16, 2000-00-00 00:26:15.400, 0.118, -0.129, 1.050, -2.319, -2.747, 26.978, 0.544, 0.659, -36.337, -12.453, 21.760, -36.660, 31.38,,,,,,,,,,,,,,,,
 19:06:12.246,COM16, 2000-00-00 00:26:15.410, 0.080, -0.129, 1.050, -2.319, -2.747, 26.978, 0.483, 0.588, -36.002, -12.240, 22.013, -36.733, 31.38,,,,,,,,,,,,,,,,
 19:06:12.251,COM16, 2000-00-00 00:26:15.420, 0.080, -0.053, 0.982, 4.028, 3.357, 28.320, 0.489, 0.577, -35.656, -12.040, 22.213, -36.813, 31.32,,,,,,,,,,,,,,,,
 19:06:12.255,COM14, 2000-00-06 17:26:13.078, -0.048, -0.043, 0.989, 1.282, -1.892, 30.457, -1.165, 1.214, -2.730, -27.187, 7.900, -31.960, 31.51,,,,,,,,,,,,,,,,
 19:06:12.257,COM16, 2000-00-00 00:26:15.430, 0.171, -0.053, 0.982, 4.028, 3.357, 28.320, 0.500, 0.566, -35.305, -11.907, 22.360, -36.933, 31.32,,,,,,,,,,,,,,,,
 19:06:12.259,COM16, 2000-00-00 00:26:15.440, 0.171, -0.142, 1.036, -1.160, -0.183, 28.503, 0.456, 0.522, -34.948, -11.860, 22.440, -36.987, 31.34,,,,,,,,,,,,,,,,
 19:06:12.264,COM13, 2000-00-00 00:27:33.395, -0.047, 0.039, 1.022, -5.310, -0.183, 85.999, 1.752, 5.894, 48.389, -10.133, 97.920, -111.460, 31.26,,,,,,,,,,,,,,,,
 19:06:12.265,COM16, 2000-00-00 00:26:15.450, 0.028, -0.142, 1.036, -1.160, -0.183, 28.503, 0.412, 0.472, -34.596, -11.813, 22.527, -36.940, 31.34,,,,,,,,,,,,,,,,
 19:06:12.270,COM13, 2000-00-00 00:27:33.415, -0.062, 0.072, 0.987, -4.761, -1.038, 89.661, 1.791, 5.878, 50.136, -10.607, 98.700, -113.653, 31.29,,,,,,,,,,,,,,,,
 19:06:12.271,COM16, 2000-00-00 00:26:15.460, 0.028, -0.028, 0.933, -6.653, -3.845, 29.053, 0.319, 0.390, -34.233, -11.753, 22.600, -36.947, 31.34,,,,,,,,,,,,,,,,
 19:06:12.277,COM16, 2000-00-00 00:26:15.470, 0.150, -0.028, 0.933, -6.653, -3.845, 29.053, 0.225, 0.313, -33.876, -11.713, 22.593, -37.047, 31.34,,,,,,,,,,,,,,,,
 19:06:12.279,COM16, 2000-00-00 00:26:15.480, 0.150, -0.215, 1.057, -1.709, -2.258, 30.823, 0.176, 0.253, -33.503, -11.687, 22.573, -37.167, 31.33,,,,,,,,,,,,,,,,
 19:06:12.285,COM16, 2000-00-00 00:26:15.490, -0.008, -0.215, 1.057, -1.709, -2.258, 30.823, 0.126, 0.187, -33.135, -11.693, 22.620, -37.127, 31.33,,,,,,,,,,,,,,,,
 19:06:12.286,COM14, 2000-00-06 17:26:13.098, 0.020, -0.056, 1.077, 1.648, 0.244, 32.410, -1.137, 1.192, -2.087, -27.180, 8.020, -31.873, 31.49,,,,,,,,,,,,,,,,
 19:06:12.292,COM14, 2000-00-06 17:26:13.118, 0.097, -0.090, 0.924, 2.319, -0.488, 34.363, -1.104, 1.159, -1.401, -27.100, 8.800, -31.747, 31.48,,,,,,,,,,,,,,,,
 19:06:12.296,COM13, 2000-00-00 00:27:33.435, -0.029, -0.049, 0.979, -9.705, -1.038, 87.463, 1.818, 5.850, 51.921, -11.260, 99.340, -116.080, 31.26,,,,,,,,,,,,,,,,
 19:06:12.301,COM16, 2000-00-00 00:26:15.500, -0.008, -0.069, 0.972, 6.287, 5.127, 32.898, 0.154, 0.203, -32.750, -11.747, 22.607, -37.080, 31.34,,,,,,,,,,,,,,,,
 19:06:12.302,COM13, 2000-00-00 00:27:33.455, -0.072, 0.048, 0.964, -5.554, 2.563, 88.135, 1.785, 5.839, 53.679, -11.753, 99.580, -118.413, 31.28,,,,,,,,,,,,,,,,
 19:06:12.304,COM16, 2000-00-00 00:26:15.510, 0.108, -0.069, 0.972, 6.287, 5.127, 32.898, 0.181, 0.220, -32.377, -11.820, 22.520, -37.167, 31.34,,,,,,,,,,,,,,,,
 19:06:12.310,COM16, 2000-00-00 00:26:15.520, 0.108, -0.147, 1.014, -2.930, -3.296, 34.546, 0.121, 0.154, -31.987, -11.913, 22.533, -37.167, 31.36,,,,,,,,,,,,,,,,
 19:06:12.316,COM16, 2000-00-00 00:26:15.530, 0.103, -0.147, 1.014, -2.930, -3.296, 34.546, 0.055, 0.088, -31.602, -12.007, 22.593, -37.027, 31.36,,,,,,,,,,,,,,,,
 19:06:12.321,COM16, 2000-00-00 00:26:15.540, 0.103, 0.004, 0.990, -5.676, -3.723, 35.034, -0.033, 0.022, -31.218, -12.080, 22.527, -37.007, 31.33,,,,,,,,,,,,,,,,
 19:06:12.322,COM14, 2000-00-06 17:26:13.138, 0.019, 0.016, 1.098, 1.953, -0.671, 35.034, -1.071, 1.121, -0.698, -26.973, 9.513, -31.673, 31.49,,,,,,,,,,,,,,,,
 19:06:12.327,COM14, 2000-00-06 17:26:13.158, 0.045, -0.068, 0.838, 0.122, -2.197, 36.377, -1.077, 1.049, 0.022, -27.380, 9.720, -31.593, 31.51,,,,,,,,,,,,,,,,
 19:06:12.332,COM13, 2000-00-00 00:27:33.475, -0.055, -0.032, 0.973, -7.019, 4.333, 87.158, 1.813, 5.889, 55.437, -11.900, 99.673, -121.187, 31.26,,,,,,,,,,,,,,,,
 19:06:12.354,COM16, 2000-00-00 00:26:15.550, 0.067, 0.004, 0.990, -5.676, -3.723, 35.034, -0.121, -0.049, -30.828, -12.140, 22.400, -37.113, 31.33,,,,,,,,,,,,,,,,
 19:06:12.356,COM14, 2000-00-06 17:26:13.178, 0.135, -0.080, 1.002, -0.122, -1.526, 36.194, -1.088, 0.989, 0.742, -28.000, 9.833, -31.427, 31.52,,,,,,,,,,,,,,,,
 19:06:12.360,COM16, 2000-00-00 00:26:15.560, 0.067, -0.109, 1.022, 1.648, 0.671, 36.377, -0.132, -0.071, -30.432, -12.213, 22.353, -37.147, 31.34,,,,,,,,,,,,,,,,
 19:06:12.362,COM14, 2000-00-06 17:26:13.198, 0.100, -0.059, 1.022, -0.061, -1.953, 35.950, -1.104, 0.917, 1.461, -28.467, 10.593, -31.187, 31.47,,,,,,,,,,,,,,,,
 19:06:12.363,COM13, 2000-00-00 00:27:33.495, -0.101, -0.015, 1.004, -5.676, 5.127, 86.182, 1.818, 5.966, 57.184, -13.233, 100.520, -123.873, 31.31,,,,,,,,,,,,,,,,
 19:06:12.365,COM16, 2000-00-00 00:26:15.570, 0.036, -0.109, 1.022, 1.648, 0.671, 36.377, -0.143, -0.093, -30.031, -11.647, 22.293, -37.233, 31.34,,,,,,,,,,,,,,,,
 19:06:12.367,COM16, 2000-00-00 00:26:15.580, 0.036, -0.038, 0.964, -5.737, -1.221, 35.706, -0.231, -0.126, -29.636, -11.227, 22.180, -37.380, 31.33,,,,,,,,,,,,,,,,
 19:06:12.371,COM13, 2000-00-00 00:27:33.515, -0.088, -0.057, 1.046, -4.395, 2.014, 83.435, 1.840, 6.042, 58.898, -13.700, 100.747, -126.867, 31.30,,,,,,,,,,,,,,,,
 19:06:12.373,COM16, 2000-00-00 00:26:15.590, 0.161, -0.038, 0.964, -5.737, -1.221, 35.706, -0.313, -0.165, -29.240, -10.927, 22.673, -37.440, 31.33,,,,,,,,,,,,,,,,
 19:06:12.393,COM14, 2000-00-06 17:26:13.218, -0.061, -0.061, 1.105, 1.465, -0.977, 35.950, -1.088, 0.857, 2.181, -28.600, 11.240, -31.133, 31.47,,,,,,,,,,,,,,,,
 19:06:12.401,COM13, 2000-00-00 00:27:33.535, -0.071, 0.095, 1.025, -2.014, -0.549, 85.083, 1.895, 6.059, 60.579, -14.387, 100.373, -129.640, 31.26,,,,,,,,,,,,,,,,
 19:06:12.407,COM13, 2000-00-00 00:27:33.555, -0.057, 0.064, 1.003, -7.385, -3.418, 87.585, 1.967, 6.021, 62.292, -14.560, 100.480, -132.867, 31.28,,,,,,,,,,,,,,,,
 19:06:12.414,COM16, 2000-00-00 00:26:15.600, 0.161, -0.098, 1.025, -5.188, -4.089, 35.645, -0.390, -0.231, -28.834, -10.707, 22.487, -37.447, 31.32,,,,,,,,,,,,,,,,
 19:06:12.416,COM16, 2000-00-00 00:26:15.610, 0.117, -0.098, 1.025, -5.188, -4.089, 35.645, -0.461, -0.297, -28.427, -10.513, 22.380, -37.500, 31.32,,,,,,,,,,,,,,,,
 19:06:12.422,COM16, 2000-00-00 00:26:15.620, 0.117, -0.123, 0.991, 2.319, 2.319, 36.194, -0.467, -0.302, -28.015, -10.360, 22.567, -37.647, 31.31,,,,,,,,,,,,,,,,
 19:06:12.425,COM14, 2000-00-06 17:26:13.238, -0.042, -0.100, 1.004, 2.502, -0.488, 38.513, -1.055, 0.818, 2.950, -28.687, 11.380, -31.153, 31.49,,,,,,,,,,,,,,,,
 19:06:12.427,COM16, 2000-00-00 00:26:15.630, 0.021, -0.123, 0.991, 2.319, 2.319, 36.194, -0.467, -0.308, -27.603, -10.273, 22.953, -37.767, 31.31,,,,,,,,,,,,,,,,
 19:06:12.431,COM14, 2000-00-06 17:26:13.258, 0.148, -0.087, 0.987, 4.028, -0.427, 40.466, -0.994, 0.791, 3.757, -29.320, 11.713, -31.093, 31.49,,,,,,,,,,,,,,,,
 19:06:12.434,COM16, 2000-00-00 00:26:15.640, 0.021, -0.166, 1.000, 1.282, -1.343, 39.001, -0.483, -0.346, -27.164, -10.253, 23.007, -37.867, 31.35,,,,,,,,,,,,,,,,
 19:06:12.435,COM13, 2000-00-00 00:27:33.575, -0.001, 0.005, 0.968, -7.263, -1.404, 89.661, 1.972, 5.955, 64.061, -15.787, 100.373, -135.660, 31.32,,,,,,,,,,,,,,,,
 19:06:12.435,COM16, 2000-00-00 00:26:15.650, 0.045, -0.166, 1.000, 1.282, -1.343, 39.001, -0.500, -0.385, -26.730, -10.253, 23.080, -37.913, 31.35,,,,,,,,,,,,,,,,
 19:06:12.461,COM14, 2000-00-06 17:26:13.278, 0.065, -0.005, 0.951, 2.441, -0.183, 41.260, -0.967, 0.764, 4.581, -29.533, 12.433, -31.067, 31.50,,,,,,,,,,,,,,,,
 19:06:12.461,COM13, 2000-00-00 00:27:33.595, -0.029, -0.103, 0.957, -5.676, 0.000, 84.351, 1.983, 5.922, 65.830, -16.060, 99.687, -139.433, 31.30,,,,,,,,,,,,,,,,
 19:06:12.465,COM14, 2000-00-06 17:26:13.298, -0.085, 0.016, 1.009, 1.648, -1.465, 39.246, -0.945, 0.703, 5.361, -29.920, 12.900, -31.080, 31.50,,,,,,,,,,,,,,,,
 19:06:12.465,COM13, 2000-00-00 00:27:33.615, -0.115, 0.077, 0.934, -2.136, 5.676, 84.595, 2.016, 5.927, 67.522, -16.640, 99.320, -142.580, 31.33,,,,,,,,,,,,,,,,
 19:06:12.480,COM16, 2000-00-00 00:26:15.660, 0.045, -0.121, 0.982, -5.615, -5.371, 40.466, -0.593, -0.456, -26.290, -10.253, 23.353, -37.940, 31.35,,,,,,,,,,,,,,,,
 19:06:12.486,COM16, 2000-00-00 00:26:15.670, 0.148, -0.121, 0.982, -5.615, -5.371, 40.466, -0.681, -0.527, -25.851, -10.267, 23.540, -37.960, 31.35,,,,,,,,,,,,,,,,
 19:06:12.488,COM16, 2000-00-00 00:26:15.680, 0.148, 0.063, 1.057, 2.625, 1.709, 41.077, -0.681, -0.533, -25.406, -10.273, 23.467, -37.940, 31.32,,,,,,,,,,,,,,,,
 19:06:12.493,COM13, 2000-00-00 00:27:33.635, -0.095, 0.105, 1.000, -5.066, 7.446, 88.867, 2.093, 6.026, 69.241, -18.007, 99.220, -145.720, 31.27,,,,,,,,,,,,,,,,
 19:06:12.494,COM16, 2000-00-00 00:26:15.690, 0.023, 0.063, 1.057, 2.625, 1.709, 41.077, -0.681, -0.533, -24.955, -10.340, 23.447, -37.967, 31.32,,,,,,,,,,,,,,,,
 19:06:12.499,COM14, 2000-00-06 17:26:13.318, -0.007, -0.081, 0.836, -0.366, -3.174, 40.344, -0.967, 0.621, 6.169, -30.013, 13.027, -31.167, 31.48,,,,,,,,,,,,,,,,
 19:06:12.500,COM16, 2000-00-00 00:26:15.700, 0.023, 0.044, 0.957, -0.977, -1.282, 38.940, -0.709, -0.566, -24.527, -9.807, 23.613, -37.987, 31.33,,,,,,,,,,,,,,,,
 19:06:12.505,COM14, 2000-00-06 17:26:13.338, 0.178, -0.110, 1.089, -1.404, -1.160, 42.847, -1.011, 0.588, 7.026, -30.120, 13.853, -31.120, 31.49,,,,,,,,,,,,,,,,
 19:06:12.524,COM13, 2000-00-00 00:27:33.655, -0.075, -0.054, 1.080, -7.813, 4.028, 88.684, 2.137, 6.136, 71.021, -18.320, 98.513, -149.480, 31.26,,,,,,,,,,,,,,,,
 19:06:12.530,COM16, 2000-00-00 00:26:15.710, 0.034, 0.044, 0.957, -0.977, -1.282, 38.940, -0.731, -0.599, -24.088, -9.380, 23.740, -38.000, 31.33,,,,,,,,,,,,,,,,
 19:06:12.530,COM13, 2000-00-00 00:27:33.675, -0.083, 0.034, 1.038, -4.456, -2.869, 87.280, 2.148, 6.163, 72.795, -18.813, 98.187, -152.933, 31.29,,,,,,,,,,,,,,,,
 19:06:12.533,COM14, 2000-00-06 17:26:13.358, -0.003, -0.077, 1.076, 1.892, -2.014, 43.274, -1.000, 0.533, 7.888, -30.867, 14.380, -31.133, 31.46,,,,,,,,,,,,,,,,
 19:06:12.535,COM16, 2000-00-00 00:26:15.720, 0.034, -0.175, 1.031, -5.859, -3.113, 40.466, -0.807, -0.643, -23.637, -9.060, 23.847, -38.040, 31.34,,,,,,,,,,,,,,,,
 19:06:12.541,COM16, 2000-00-00 00:26:15.730, 0.085, -0.175, 1.031, -5.859, -3.113, 40.466, -0.890, -0.687, -23.192, -8.833, 23.887, -38.093, 31.34,,,,,,,,,,,,,,,,
 19:06:12.547,COM16, 2000-00-00 00:26:15.740, 0.085, -0.144, 0.984, 1.404, 2.747, 42.908, -0.895, -0.676, -22.720, -8.673, 23.953, -38.127, 31.34,,,,,,,,,,,,,,,,
 19:06:12.549,COM16, 2000-00-00 00:26:15.750, 0.130, -0.144, 0.984, 1.404, 2.747, 42.908, -0.906, -0.659, -22.253, -8.560, 24.067, -38.067, 31.34,,,,,,,,,,,,,,,,
 19:06:12.560,COM13, 2000-00-00 00:27:33.695, -0.043, 0.092, 0.972, -8.362, -3.479, 89.111, 2.186, 6.086, 74.553, -20.173, 97.180, -156.673, 31.30,,,,,,,,,,,,,,,,
 19:06:12.567,COM14, 2000-00-06 17:26:13.378, -0.017, -0.055, 1.112, 4.089, -0.854, 43.701, -0.939, 0.494, 8.762, -31.520, 14.913, -31.093, 31.49,,,,,,,,,,,,,,,,
 19:06:12.569,COM13, 2000-00-00 00:27:33.715, -0.034, -0.037, 0.938, -7.141, 0.366, 90.332, 2.186, 6.015, 76.349, -21.173, 95.813, -160.480, 31.26,,,,,,,,,,,,,,,,
 19:06:12.573,COM14, 2000-00-06 17:26:13.398, 0.095, -0.111, 0.839, 3.601, 0.061, 45.654, -0.895, 0.478, 9.673, -31.813, 15.787, -31.120, 31.49,,,,,,,,,,,,,,,,
 19:06:12.579,COM16, 2000-00-00 00:26:15.760, 0.130, -0.047, 1.006, -5.859, -3.418, 42.908, -0.994, -0.709, -21.780, -8.507, 24.093, -37.947, 31.34,,,,,,,,,,,,,,,,
 19:06:12.585,COM16, 2000-00-00 00:26:15.770, 0.097, -0.047, 1.006, -5.859, -3.418, 42.908, -1.071, -0.758, -21.308, -8.487, 24.067, -37.827, 31.34,,,,,,,,,,,,,,,,
 19:06:12.587,COM16, 2000-00-00 00:26:15.780, 0.097, -0.148, 1.002, -3.967, -6.165, 44.067, -1.137, -0.829, -20.825, -8.500, 24.060, -37.720, 31.34,,,,,,,,,,,,,,,,
 19:06:12.593,COM16, 2000-00-00 00:26:15.790, 0.023, -0.148, 1.002, -3.967, -6.165, 44.067, -1.203, -0.906, -20.347, -8.500, 24.047, -37.693, 31.34,,,,,,,,,,,,,,,,
 19:06:12.599,COM16, 2000-00-00 00:26:15.800, 0.023, -0.088, 0.992, 2.441, 0.305, 45.837, -1.208, -0.912, -19.852, -8.507, 23.973, -37.800, 31.34,,,,,,,,,,,,,,,,
 19:06:12.599,COM13, 2000-00-00 00:27:33.735, -0.041, -0.061, 0.999, -5.676, 2.136, 86.670, 2.197, 6.015, 78.140, -21.887, 94.340, -164.727, 31.28,,,,,,,,,,,,,,,,
 19:06:12.601,COM14, 2000-00-06 17:26:13.418, 0.117, -0.017, 0.989, 2.014, -0.977, 45.227, -0.884, 0.445, 10.580, -31.980, 16.353, -31.287, 31.48,,,,,,,,,,,,,,,,
 19:06:12.605,COM13, 2000-00-00 00:27:33.755, -0.084, -0.034, 0.981, -5.432, 3.174, 82.275, 2.225, 6.037, 79.854, -21.793, 92.520, -169.367, 31.27,,,,,,,,,,,,,,,,
 19:06:12.608,COM14, 2000-00-06 17:26:13.438, 0.044, 0.007, 1.046, 1.221, -1.648, 43.640, -0.879, 0.385, 11.448, -32.233, 17.167, -31.407, 31.51,,,,,,,,,,,,,,,,
 19:06:12.634,COM13, 2000-00-00 00:27:33.775, -0.090, 0.040, 0.968, 0.854, 5.188, 83.984, 2.269, 6.086, 81.513, -22.307, 90.593, -173.087, 31.30,,,,,,,,,,,,,,,,
 19:06:12.634,COM16, 2000-00-00 00:26:15.810, 0.073, -0.088, 0.992, 2.441, 0.305, 45.837, -1.214, -0.923, -19.369, -8.553, 23.867, -37.887, 31.34,,,,,,,,,,,,,,,,
 19:06:12.636,COM16, 2000-00-00 00:26:15.820, 0.073, 0.079, 1.013, -0.610, 0.671, 44.922, -1.241, -0.923, -18.902, -8.613, 23.787, -37.780, 31.34,,,,,,,,,,,,,,,,
 19:06:12.636,COM14, 2000-00-06 17:26:13.458, -0.028, -0.054, 0.911, 1.038, -2.625, 42.419, -0.879, 0.302, 12.299, -32.473, 17.640, -31.467, 31.49,,,,,,,,,,,,,,,,
 19:06:12.642,COM16, 2000-00-00 00:26:15.830, 0.085, 0.079, 1.013, -0.610, 0.671, 44.922, -1.263, -0.923, -18.430, -8.680, 23.787, -37.713, 31.34,,,,,,,,,,,,,,,,
 19:06:12.648,COM16, 2000-00-00 00:26:15.840, 0.085, 0.068, 0.993, -5.920, -5.432, 43.091, -1.340, -0.983, -17.979, -8.753, 23.807, -37.860, 31.37,,,,,,,,,,,,,,,,
 19:06:12.652,COM16, 2000-00-00 00:26:15.850, 0.000, 0.068, 0.993, -5.920, -5.432, 43.091, -1.406, -1.049, -17.529, -8.820, 23.813, -37.980, 31.37,,,,,,,,,,,,,,,,
 19:06:12.656,COM16, 2000-00-00 00:26:15.860, 0.000, -0.003, 1.010, -3.174, -1.770, 41.931, -1.445, -1.071, -17.089, -8.267, 23.813, -37.987, 31.30,,,,,,,,,,,,,,,,
 19:06:12.657,COM14, 2000-00-06 17:26:13.478, 0.003, -0.118, 0.992, 0.061, -1.160, 42.480, -0.901, 0.258, 13.145, -33.113, 18.107, -31.480, 31.49,,,,,,,,,,,,,,,,
 19:06:12.663,COM14, 2000-00-06 17:26:13.498, 0.076, -0.098, 1.079, 1.709, -0.793, 45.715, -0.895, 0.231, 14.057, -32.693, 18.753, -31.560, 31.48,,,,,,,,,,,,,,,,
 19:06:12.665,COM13, 2000-00-00 00:27:33.795, -0.100, 0.142, 1.058, -5.676, 3.601, 87.036, 2.390, 6.152, 83.216, -23.953, 88.820, -176.447, 31.30,,,,,,,,,,,,,,,,
 19:06:12.671,COM13, 2000-00-00 00:27:33.815, -0.044, 0.000, 1.045, -6.348, -2.136, 88.989, 2.428, 6.169, 84.968, -24.127, 86.053, -180.567, 31.29,,,,,,,,,,,,,,,,
 19:06:12.672,COM16, 2000-00-00 00:26:15.870, 0.091, -0.003, 1.010, -3.174, -1.770, 41.931, -1.483, -1.088, -16.655, -7.893, 24.067, -37.953, 31.30,,,,,,,,,,,,,,,,
 19:06:12.677,COM16, 2000-00-00 00:26:15.880, 0.091, -0.231, 1.015, 2.747, 3.540, 42.603, -1.467, -1.055, -16.205, -7.633, 24.513, -37.987, 31.34,,,,,,,,,,,,,,,,
 19:06:12.680,COM16, 2000-00-00 00:26:15.890, 0.087, -0.231, 1.015, 2.747, 3.540, 42.603, -1.456, -1.027, -15.760, -7.420, 24.280, -38.093, 31.34,,,,,,,,,,,,,,,,
 19:06:12.685,COM16, 2000-00-00 00:26:15.900, 0.087, -0.135, 0.991, -1.831, -1.343, 45.959, -1.494, -1.044, -15.282, -7.200, 24.160, -38.220, 31.34,,,,,,,,,,,,,,,,
 19:06:12.691,COM14, 2000-00-06 17:26:13.518, -0.033, -0.059, 1.135, 3.906, -0.610, 46.936, -0.851, 0.203, 14.996, -33.340, 19.707, -31.673, 31.49,,,,,,,,,,,,,,,,
 19:06:12.691,COM16, 2000-00-00 00:26:15.910, 0.145, -0.135, 0.991, -1.831, -1.343, 45.959, -1.538, -1.060, -14.804, -7.047, 24.013, -38.300, 31.34,,,,,,,,,,,,,,,,
 19:06:12.700,COM13, 2000-00-00 00:27:33.835, -0.052, 0.080, 0.986, -8.606, -3.967, 88.928, 2.444, 6.092, 86.754, -25.440, 83.633, -184.260, 31.29,,,,,,,,,,,,,,,,
 19:06:12.706,COM13, 2000-00-00 00:27:33.855, -0.044, -0.004, 0.910, -8.667, 1.038, 90.271, 2.428, 6.010, 88.544, -26.393, 80.847, -188.040, 31.27,,,,,,,,,,,,,,,,
 19:06:12.722,COM14, 2000-00-06 17:26:13.538, 0.034, -0.047, 0.898, 4.333, -0.671, 48.157, -0.797, 0.181, 15.958, -33.507, 20.580, -31.607, 31.49,,,,,,,,,,,,,,,,
 19:06:12.728,COM16, 2000-00-00 00:26:15.920, 0.145, -0.105, 0.994, -2.319, -4.578, 47.180, -1.582, -1.110, -14.304, -6.987, 24.193, -38.313, 31.28,,,,,,,,,,,,,,,,
 19:06:12.728,COM14, 2000-00-06 17:26:13.558, 0.105, -0.074, 0.856, 1.709, -1.648, 48.157, -0.797, 0.143, 16.919, -33.680, 21.473, -31.720, 31.46,,,,,,,,,,,,,,,,
 19:06:12.733,COM16, 2000-00-00 00:26:15.930, 0.018, -0.105, 0.994, -2.319, -4.578, 47.180, -1.631, -1.159, -13.810, -6.980, 24.600, -38.313, 31.28,,,,,,,,,,,,,,,,
 19:06:12.735,COM13, 2000-00-00 00:27:33.875, -0.075, -0.031, 0.966, -5.676, 6.409, 89.722, 2.439, 6.053, 90.346, -27.907, 77.560, -191.647, 31.26,,,,,,,,,,,,,,,,
 19:06:12.739,COM16, 2000-00-00 00:26:15.940, 0.018, -0.040, 0.963, -0.977, -3.235, 48.401, -1.664, -1.198, -13.304, -6.973, 24.960, -38.353, 31.34,,,,,,,,,,,,,,,,
 19:06:12.741,COM16, 2000-00-00 00:26:15.950, 0.041, -0.040, 0.963, -0.977, -3.235, 48.401, -1.697, -1.230, -12.799, -7.027, 25.260, -38.353, 31.34,,,,,,,,,,,,,,,,
 19:06:12.747,COM16, 2000-00-00 00:26:15.960, 0.041, -0.009, 1.063, -3.357, -1.282, 47.913, -1.752, -1.241, -12.310, -6.780, 25.473, -38.273, 31.30,,,,,,,,,,,,,,,,
 19:06:12.757,COM14, 2000-00-06 17:26:13.578, 0.150, -0.005, 1.029, -0.427, -1.221, 46.875, -0.829, 0.104, 17.858, -33.447, 22.680, -31.693, 31.49,,,,,,,,,,,,,,,,
