Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Pressure(Pa),Height(m),Longitude(),Latitude(),GPS ground speed(km),Angle of course(°),GPS height(m),Number of satellites(),Position location(),Horizontal position(),Vertical position(),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 19:06:12.764,COM14, 2000-00-06 17:26:13.598, 0.061, -0.043, 1.116, 2.014, -1.770, 44.312, -0.818, 0.038, 18.743, -32.867, 23.600, -31.820, 31.52,,,,,,,,,,,,,,,,
 19:06:12.770,COM13, 2000-00-00 00:27:33.895, -0.063, -0.075, 1.062, -5.371, 3.052, 84.534, 2.472, 6.119, 92.093, -27.793, 73.347, -195.400, 31.29,,,,,,,,,,,,,,,,
 19:06:12.776,COM13, 2000-00-00 00:27:33.915, -0.074, -0.027, 1.011, -5.249, 0.610, 79.529, 2.488, 6.125, 93.741, -27.760, 68.807, -199.133, 31.26,,,,,,,,,,,,,,,,
 19:06:12.783,COM16, 2000-00-00 00:26:15.970, 0.053, -0.009, 1.063, -3.357, -1.282, 47.913, -1.807, -1.252, -11.816, -6.273, 25.653, -38.213, 31.30,,,,,,,,,,,,,,,,
 19:06:12.790,COM16, 2000-00-00 00:26:15.980, 0.053, 0.109, 1.010, 1.770, 2.563, 46.448, -1.802, -1.225, -11.332, -5.887, 25.820, -38.160, 31.34,,,,,,,,,,,,,,,,
 19:06:12.790,COM16, 2000-00-00 00:26:15.990, 0.051, 0.109, 1.010, 1.770, 2.563, 46.448, -1.791, -1.198, -10.849, -5.620, 25.340, -38.147, 31.34,,,,,,,,,,,,,,,,
 19:06:12.792,COM14, 2000-00-06 17:26:13.618, -0.074, -0.045, 0.938, 2.563, -2.075, 42.480, -0.791, -0.027, 19.589, -32.973, 24.560, -31.860, 31.49,,,,,,,,,,,,,,,,
 19:06:12.796,COM16, 2000-00-00 00:26:16.000, 0.051, 0.068, 0.990, -4.639, -2.991, 43.640, -1.840, -1.225, -10.388, -5.420, 24.953, -38.187, 31.31,,,,,,,,,,,,,,,,
 19:06:12.803,COM16, 2000-00-00 00:26:16.010, 0.014, 0.068, 0.990, -4.639, -2.991, 43.640, -1.890, -1.252, -9.932, -5.253, 25.267, -38.227, 31.31,,,,,,,,,,,,,,,,
 19:06:12.803,COM13, 2000-00-00 00:27:33.935, -0.050, 0.060, 0.953, 2.075, 1.099, 81.177, 2.582, 6.108, 95.350, -28.807, 64.940, -202.313, 31.26,,,,,,,,,,,,,,,,
 19:06:12.805,COM16, 2000-00-00 00:26:16.020, 0.014, 0.027, 1.012, -8.179, -7.690, 42.053, -1.967, -1.324, -9.492, -5.140, 25.500, -38.273, 31.32,,,,,,,,,,,,,,,,
 19:06:12.808,COM13, 2000-00-00 00:27:33.955, -0.104, 0.174, 1.032, -6.226, 2.014, 85.510, 2.670, 6.108, 97.020, -31.047, 62.133, -204.707, 31.32,,,,,,,,,,,,,,,,
 19:06:12.816,COM16, 2000-00-00 00:26:16.030, 0.053, 0.027, 1.012, -8.179, -7.690, 42.053, -2.043, -1.395, -9.053, -5.080, 25.567, -38.293, 31.32,,,,,,,,,,,,,,,,
 19:06:12.822,COM16, 2000-00-00 00:26:16.040, 0.053, -0.294, 0.964, 1.831, 0.671, 42.297, -2.032, -1.379, -8.619, -5.040, 25.540, -38.353, 31.34,,,,,,,,,,,,,,,,
 19:06:12.824,COM14, 2000-00-06 17:26:13.638, -0.009, -0.157, 0.972, 1.587, -0.122, 42.053, -0.797, -0.049, 20.429, -33.753, 25.260, -32.033, 31.50,,,,,,,,,,,,,,,,
 19:06:12.827,COM16, 2000-00-00 00:26:16.050, 0.103, -0.294, 0.964, 1.831, 0.671, 42.297, -2.027, -1.368, -8.190, -5.013, 25.620, -38.467, 31.34,,,,,,,,,,,,,,,,
 19:06:12.829,COM14, 2000-00-06 17:26:13.658, 0.144, -0.049, 1.027, 2.380, -0.305, 45.776, -0.786, -0.060, 21.346, -33.313, 26.560, -32.007, 31.49,,,,,,,,,,,,,,,,
 19:06:12.830,COM16, 2000-00-00 00:26:16.060, 0.103, -0.071, 1.017, 7.080, 7.446, 46.326, -1.972, -1.285, -7.723, -5.027, 25.780, -38.533, 31.31,,,,,,,,,,,,,,,,
 19:06:12.836,COM16, 2000-00-00 00:26:16.070, 0.102, -0.071, 1.017, 7.080, 7.446, 46.326, -1.917, -1.203, -7.256, -5.087, 25.867, -38.573, 31.31,,,,,,,,,,,,,,,,
 19:06:12.838,COM13, 2000-00-00 00:27:33.975, -0.036, -0.059, 0.998, -8.179, -1.221, 85.938, 2.681, 6.081, 98.740, -30.447, 56.827, -207.280, 31.25,,,,,,,,,,,,,,,,
 19:06:12.843,COM13, 2000-00-00 00:27:33.995, -0.024, 0.057, 1.021, -5.493, -1.282, 85.083, 2.681, 6.021, 100.453, -31.207, 51.947, -209.240, 31.27,,,,,,,,,,,,,,,,
 19:06:12.860,COM14, 2000-00-06 17:26:13.678, -0.061, -0.069, 1.113, 3.174, -0.671, 46.021, -0.758, -0.093, 22.264, -32.833, 27.420, -32.060, 31.50,,,,,,,,,,,,,,,,
 19:06:12.864,COM14, 2000-00-06 17:26:13.698, -0.010, -0.016, 0.914, 3.784, -1.343, 45.959, -0.720, -0.132, 23.181, -32.960, 28.027, -32.213, 31.49,,,,,,,,,,,,,,,,
 19:06:12.872,COM16, 2000-00-00 00:26:16.080, 0.102, -0.018, 0.966, -5.188, -7.080, 45.837, -1.983, -1.274, -6.790, -5.160, 25.887, -38.600, 31.35,,,,,,,,,,,,,,,,
 19:06:12.873,COM13, 2000-00-00 00:27:34.015, -0.086, 0.096, 0.909, -4.822, 0.977, 89.478, 2.725, 5.982, 102.206, -32.747, 47.107, -211.213, 31.26,,,,,,,,,,,,,,,,
 19:06:12.876,COM16, 2000-00-00 00:26:16.090, 0.010, -0.018, 0.966, -5.188, -7.080, 45.837, -2.049, -1.340, -6.328, -5.247, 25.920, -38.627, 31.35,,,,,,,,,,,,,,,,
 19:06:12.881,COM16, 2000-00-00 00:26:16.100, 0.010, -0.039, 1.037, -5.554, -5.310, 45.898, -2.120, -1.390, -5.861, -4.733, 25.893, -38.680, 31.36,,,,,,,,,,,,,,,,
 19:06:12.886,COM16, 2000-00-00 00:26:16.110, 0.083, -0.039, 1.037, -5.554, -5.310, 45.898, -2.186, -1.434, -5.400, -4.353, 25.840, -38.700, 31.36,,,,,,,,,,,,,,,,
 19:06:12.892,COM16, 2000-00-00 00:26:16.120, 0.083, -0.127, 1.014, 7.019, 5.676, 48.096, -2.131, -1.368, -4.916, -4.053, 25.847, -38.720, 31.31,,,,,,,,,,,,,,,,
 19:06:12.893,COM14, 2000-00-06 17:26:13.718, 0.088, -0.095, 0.927, 1.648, -0.793, 47.852, -0.725, -0.148, 24.137, -32.527, 28.820, -32.253, 31.46,,,,,,,,,,,,,,,,
 19:06:12.904,COM13, 2000-00-00 00:27:34.035, -0.083, -0.009, 0.977, -8.850, 6.042, 88.928, 2.747, 6.010, 103.991, -32.647, 41.313, -212.553, 31.28,,,,,,,,,,,,,,,,
 19:06:12.910,COM13, 2000-00-00 00:27:34.055, -0.047, -0.010, 1.030, -5.127, 5.615, 86.975, 2.758, 6.086, 105.760, -33.573, 36.187, -213.887, 31.28,,,,,,,,,,,,,,,,
 19:06:12.939,COM13, 2000-00-00 00:27:34.075, -0.088, 0.051, 1.045, -7.446, -0.549, 85.999, 2.774, 6.097, 107.496, -34.313, 30.400, -214.587, 31.26,,,,,,,,,,,,,,,,
 19:06:12.946,COM13, 2000-00-00 00:27:34.095, -0.051, 0.033, 0.974, -7.324, -0.549, 86.975, 2.774, 6.042, 109.226, -35.387, 24.507, -214.987, 31.25,,,,,,,,,,,,,,,,
 19:06:12.950,COM14, 2000-00-06 17:26:13.738, 0.078, -0.049, 0.937, -0.061, -1.587, 47.241, -0.764, -0.187, 25.082, -32.207, 30.140, -32.347, 31.52,,,,,,,,,,,,,,,,
 19:06:12.957,COM14, 2000-00-06 17:26:13.758, 0.018, -0.064, 1.103, 1.404, -2.747, 45.959, -0.769, -0.253, 26.005, -32.227, 31.047, -32.200, 31.49,,,,,,,,,,,,,,,,
 19:06:12.962,COM14, 2000-00-06 17:26:13.778, 0.059, -0.066, 1.101, 3.296, -0.366, 45.776, -0.742, -0.275, 26.917, -32.233, 32.187, -32.213, 31.52,,,,,,,,,,,,,,,,
 19:06:12.968,COM14, 2000-00-06 17:26:13.798, 0.074, -0.089, 0.865, 2.625, 0.000, 45.654, -0.731, -0.286, 27.828, -31.360, 33.227, -32.127, 31.49,,,,,,,,,,,,,,,,
 19:06:12.974,COM13, 2000-00-00 00:27:34.115, -0.068, -0.058, 0.964, -6.958, 2.014, 84.229, 2.774, 6.021, 110.940, -36.060, 18.140, -214.800, 31.29,,,,,,,,,,,,,,,,
 19:06:13.002,COM14, 2000-00-06 17:26:13.818, 0.061, -0.031, 0.997, 1.770, -1.160, 42.847, -0.736, -0.324, 28.685, -30.533, 34.133, -31.793, 31.48,,,,,,,,,,,,,,,,
 19:06:13.004,COM13, 2000-00-00 00:27:34.135, -0.059, -0.035, 1.024, -2.563, 2.014, 82.153, 2.807, 6.026, 112.610, -35.500, 11.847, -213.953, 31.28,,,,,,,,,,,,,,,,
 19:06:13.006,COM14, 2000-00-06 17:26:13.838, -0.012, -0.078, 1.044, 2.380, -1.465, 40.833, -0.731, -0.374, 29.498, -30.093, 34.593, -31.653, 31.52,,,,,,,,,,,,,,,,
 19:06:13.010,COM13, 2000-00-00 00:27:34.155, -0.052, 0.096, 1.038, -1.282, -1.221, 83.862, 2.895, 5.993, 114.274, -35.833, 6.027, -212.467, 31.26,,,,,,,,,,,,,,,,
 19:06:13.012,COM16, 2000-00-00 00:26:16.130, 0.016, -0.127, 1.014, 7.019, 5.676, 48.096, -2.076, -1.307, -4.427, -3.847, 25.900, -38.860, 31.31,,,,,,,,,,,,,,,,
 19:06:13.018,COM16, 2000-00-00 00:26:16.140, 0.016, 0.075, 0.996, -5.554, -1.587, 46.631, -2.148, -1.313, -3.961, -3.720, 25.907, -38.993, 31.35,,,,,,,,,,,,,,,,
 19:06:13.024,COM16, 2000-00-00 00:26:16.150, 0.052, 0.075, 0.996, -5.554, -1.587, 46.631, -2.208, -1.318, -3.488, -3.600, 25.860, -38.987, 31.35,,,,,,,,,,,,,,,,
 19:06:13.026,COM16, 2000-00-00 00:26:16.160, 0.052, -0.021, 0.970, -14.465, -11.597, 45.471, -2.362, -1.423, -3.032, -3.480, 25.793, -38.960, 31.30,,,,,,,,,,,,,,,,
 19:06:13.032,COM16, 2000-00-00 00:26:16.170, 0.094, -0.021, 0.970, -14.465, -11.597, 45.471, -2.510, -1.527, -2.571, -3.400, 25.753, -39.020, 31.30,,,,,,,,,,,,,,,,
 19:06:13.033,COM14, 2000-00-06 17:26:13.858, 0.045, -0.069, 1.076, 3.479, 0.244, 41.870, -0.703, -0.385, 30.339, -29.720, 34.847, -31.420, 31.45,,,,,,,,,,,,,,,,
 19:06:13.037,COM16, 2000-00-00 00:26:16.180, 0.094, -0.098, 1.039, 1.831, -1.648, 45.837, -2.505, -1.533, -2.115, -3.380, 25.727, -39.093, 31.32,,,,,,,,,,,,,,,,
 19:06:13.039,COM13, 2000-00-00 00:27:34.175, -0.042, 0.072, 0.972, -4.333, -2.197, 85.999, 2.972, 5.916, 115.977, -35.700, -0.080, -210.147, 31.25,,,,,,,,,,,,,,,,
 19:06:13.040,COM14, 2000-00-06 17:26:13.878, -0.041, -0.058, 0.961, 2.991, 0.793, 42.969, -0.681, -0.379, 31.196, -28.527, 35.527, -31.087, 31.49,,,,,,,,,,,,,,,,
 19:06:13.040,COM16, 2000-00-00 00:26:16.190, -0.028, -0.098, 1.039, 1.831, -1.648, 45.837, -2.494, -1.538, -1.659, -3.393, 25.687, -39.160, 31.32,,,,,,,,,,,,,,,,
 19:06:13.045,COM16, 2000-00-00 00:26:16.200, -0.028, 0.041, 0.991, 13.611, 11.902, 45.715, -2.368, -1.406, -1.219, -3.447, 25.660, -39.213, 31.30,,,,,,,,,,,,,,,,
 19:06:13.046,COM13, 2000-00-00 00:27:34.195, -0.049, 0.020, 0.947, -4.150, 1.709, 85.510, 3.027, 5.867, 117.697, -34.920, -5.673, -207.353, 31.21,,,,,,,,,,,,,,,,
 19:06:13.051,COM16, 2000-00-00 00:26:16.210, -0.040, 0.041, 0.991, 13.611, 11.902, 45.715, -2.236, -1.274, -0.780, -3.213, 25.647, -39.280, 31.30,,,,,,,,,,,,,,,,
 19:06:13.057,COM16, 2000-00-00 00:26:16.220, -0.040, 0.151, 0.959, -7.080, -5.371, 42.114, -2.307, -1.318, -0.374, -2.753, 25.593, -39.273, 31.34,,,,,,,,,,,,,,,,
 19:06:13.059,COM16, 2000-00-00 00:26:16.230, 0.087, 0.151, 0.959, -7.080, -5.371, 42.114, -2.368, -1.351, 0.027, -2.373, 25.513, -39.233, 31.34,,,,,,,,,,,,,,,,
 19:06:13.066,COM16, 2000-00-00 00:26:16.240, 0.087, -0.099, 1.068, -16.113, -14.832, 40.344, -2.521, -1.483, 0.423, -2.073, 25.440, -39.247, 31.34,,,,,,,,,,,,,,,,
 19:06:13.070,COM14, 2000-00-06 17:26:13.898, 0.013, -0.110, 0.805, 2.686, -2.869, 42.603, -0.676, -0.445, 32.047, -27.327, 36.240, -30.947, 31.45,,,,,,,,,,,,,,,,
 19:06:13.071,COM16, 2000-00-00 00:26:16.250, 0.076, -0.099, 1.068, -16.113, -14.832, 40.344, -2.681, -1.615, 0.824, -1.867, 25.413, -39.247, 31.34,,,,,,,,,,,,,,,,
 19:06:13.076,COM16, 2000-00-00 00:26:16.260, 0.076, -0.166, 0.988, 15.991, 12.390, 42.419, -2.521, -1.478, 1.236, -1.753, 25.440, -39.187, 31.34,,,,,,,,,,,,,,,,
 19:06:13.076,COM13, 2000-00-00 00:27:34.215, -0.056, 0.180, 0.914, -9.277, 7.446, 88.257, 3.032, 5.905, 119.438, -35.873, -11.187, -204.880, 31.29,,,,,,,,,,,,,,,,
 19:06:13.080,COM16, 2000-00-00 00:26:16.270, 0.018, -0.166, 0.988, 15.991, 12.390, 42.419, -2.373, -1.340, 1.642, -1.693, 25.500, -39.153, 31.34,,,,,,,,,,,,,,,,
 19:06:13.085,COM16, 2000-00-00 00:26:16.280, 0.018, 0.055, 0.941, 10.315, 6.104, 43.274, -2.274, -1.269, 2.065, -1.660, 25.567, -39.167, 31.34,,,,,,,,,,,,,,,,
 19:06:13.100,COM16, 2000-00-00 00:26:16.290, -0.018, 0.055, 0.941, 10.315, 6.104, 43.274, -2.170, -1.192, 2.477, -1.667, 25.547, -39.133, 31.34,,,,,,,,,,,,,,,,
 19:06:13.101,COM14, 2000-00-06 17:26:13.918, 0.038, -0.083, 1.074, -1.221, -1.770, 44.861, -0.753, -0.478, 32.943, -25.980, 36.520, -30.553, 31.49,,,,,,,,,,,,,,,,
 19:06:13.105,COM16, 2000-00-00 00:26:16.300, -0.018, -0.122, 1.018, -24.353, -17.700, 41.870, -2.417, -1.357, 2.884, -1.667, 25.493, -39.107, 31.31,,,,,,,,,,,,,,,,
 19:06:13.108,COM14, 2000-00-06 17:26:13.938, 0.126, -0.077, 0.989, 1.465, -0.977, 45.654, -0.769, -0.500, 33.854, -25.300, 36.673, -30.240, 31.49,,,,,,,,,,,,,,,,
 19:06:13.111,COM16, 2000-00-00 00:26:16.310, 0.190, -0.122, 1.018, -24.353, -17.700, 41.870, -2.670, -1.516, 3.290, -1.680, 25.433, -39.027, 31.31,,,,,,,,,,,,,,,,
 19:06:13.114,COM13, 2000-00-00 00:27:34.235, -0.112, 0.024, 1.082, -12.756, 5.066, 90.454, 2.977, 5.982, 121.229, -35.860, -16.993, -201.393, 31.26,,,,,,,,,,,,,,,,
 19:06:13.117,COM16, 2000-00-00 00:26:16.320, 0.190, -0.228, 1.054, -0.916, -1.953, 45.044, -2.692, -1.516, 3.719, -1.747, 25.407, -38.953, 31.34,,,,,,,,,,,,,,,,
 19:06:13.119,COM16, 2000-00-00 00:26:16.330, -0.048, -0.228, 1.054, -0.916, -1.953, 45.044, -2.719, -1.522, 4.153, -1.840, 25.407, -38.873, 31.34,,,,,,,,,,,,,,,,
 19:06:13.119,COM13, 2000-00-00 00:27:34.255, -0.066, -0.073, 0.972, -8.545, 3.540, 89.539, 2.922, 6.015, 123.036, -36.193, -22.213, -197.880, 31.29,,,,,,,,,,,,,,,,
 19:06:13.131,COM16, 2000-00-00 00:26:16.340, -0.048, 0.059, 0.962, 8.850, 12.451, 45.410, -2.648, -1.384, 4.581, -1.300, 25.393, -38.833, 31.37,,,,,,,,,,,,,,,,
 19:06:13.136,COM16, 2000-00-00 00:26:16.350, -0.029, 0.059, 0.962, 8.850, 12.451, 45.410, -2.565, -1.241, 5.010, -0.860, 25.347, -38.913, 31.37,,,,,,,,,,,,,,,,
 19:06:13.140,COM16, 2000-00-00 00:26:16.360, -0.029, 0.102, 1.001, -13.855, -13.855, 41.687, -2.708, -1.362, 5.405, -1.140, 25.600, -39.067, 31.30,,,,,,,,,,,,,,,,
 19:06:13.145,COM16, 2000-00-00 00:26:16.370, 0.005, 0.102, 1.001, -13.855, -13.855, 41.687, -2.851, -1.478, 5.801, -0.727, 26.087, -39.173, 31.30,,,,,,,,,,,,,,,,
 19:06:13.147,COM13, 2000-00-00 00:27:34.275, -0.064, 0.048, 1.054, -7.202, 0.732, 86.792, 2.917, 6.015, 124.805, -35.673, -28.087, -193.280, 31.25,,,,,,,,,,,,,,,,
 19:06:13.150,COM16, 2000-00-00 00:26:16.380, 0.005, -0.083, 1.006, -3.906, -4.089, 39.673, -2.889, -1.500, 6.163, -0.700, 26.493, -39.220, 31.30,,,,,,,,,,,,,,,,
 19:06:13.152,COM13, 2000-00-00 00:27:34.295, -0.033, -0.009, 0.999, -7.080, -0.183, 86.914, 2.917, 5.982, 126.546, -35.900, -32.713, -188.553, 31.27,,,,,,,,,,,,,,,,
 19:06:13.162,COM14, 2000-00-06 17:26:13.958, 0.002, -0.093, 1.106, 1.282, -2.136, 42.480, -0.797, -0.549, 34.706, -23.940, 36.840, -29.740, 31.48,,,,,,,,,,,,,,,,
 19:06:13.168,COM14, 2000-00-06 17:26:13.978, 0.083, -0.098, 1.014, 2.319, -0.183, 40.039, -0.802, -0.560, 35.508, -22.600, 36.907, -29.353, 31.50,,,,,,,,,,,,,,,,
 19:06:13.173,COM14, 2000-00-06 17:26:13.998, 0.042, -0.022, 0.914, 3.296, -0.183, 39.368, -0.786, -0.577, 36.293, -21.460, 37.173, -28.793, 31.51,,,,,,,,,,,,,,,,
 19:06:13.182,COM13, 2000-00-00 00:27:34.315, -0.056, -0.041, 0.961, -4.639, -1.038, 85.144, 2.933, 5.927, 128.271, -35.360, -37.800, -182.880, 31.26,,,,,,,,,,,,,,,,
 19:06:13.188,COM13, 2000-00-00 00:27:34.335, -0.037, -0.010, 0.953, -6.531, 3.357, 80.139, 2.944, 5.905, 129.924, -34.247, -42.020, -176.940, 31.28,,,,,,,,,,,,,,,,
 19:06:13.194,COM14, 2000-00-06 17:26:14.018, 0.039, -0.031, 1.053, 2.502, -0.122, 36.499, -0.780, -0.593, 37.018, -20.160, 36.980, -28.380, 31.46,,,,,,,,,,,,,,,,
 19:06:13.199,COM16, 2000-00-00 00:26:16.390, 0.032, -0.083, 1.006, -3.906, -4.089, 39.673, -2.928, -1.516, 6.531, -0.433, 26.507, -39.287, 31.30,,,,,,,,,,,,,,,,
 19:06:13.201,COM16, 2000-00-00 00:26:16.400, 0.032, 0.079, 1.026, 17.395, 14.404, 39.612, -2.752, -1.351, 6.888, -0.300, 26.253, -39.373, 31.32,,,,,,,,,,,,,,,,
 19:06:13.206,COM16, 2000-00-00 00:26:16.410, -0.079, 0.079, 1.026, 17.395, 14.404, 39.612, -2.576, -1.187, 7.240, -0.213, 26.053, -39.393, 31.32,,,,,,,,,,,,,,,,
 19:06:13.213,COM16, 2000-00-00 00:26:16.420, -0.079, 0.155, 0.980, -10.071, -9.583, 35.889, -2.664, -1.263, 7.564, -0.120, 25.860, -39.367, 31.34,,,,,,,,,,,,,,,,
 19:06:13.215,COM16, 2000-00-00 00:26:16.430, 0.039, 0.155, 0.980, -10.071, -9.583, 35.889, -2.747, -1.335, 7.888, -0.013, 25.700, -39.347, 31.34,,,,,,,,,,,,,,,,
 19:06:13.217,COM13, 2000-00-00 00:27:34.355, -0.075, 0.058, 1.005, 2.625, 5.005, 84.045, 3.027, 5.944, 131.572, -34.313, -44.660, -171.760, 31.30,,,,,,,,,,,,,,,,
 19:06:13.221,COM16, 2000-00-00 00:26:16.440, 0.039, 0.009, 0.999, -9.888, -7.507, 34.424, -2.829, -1.390, 8.190, 0.047, 26.180, -39.240, 31.33,,,,,,,,,,,,,,,,
 19:06:13.223,COM14, 2000-00-06 17:26:14.038, 0.028, 0.007, 0.894, 1.099, -2.258, 34.851, -0.797, -0.648, 37.716, -18.927, 36.400, -28.073, 31.50,,,,,,,,,,,,,,,,
 19:06:13.229,COM14, 2000-00-06 17:26:14.058, 0.053, -0.112, 1.077, -0.122, -0.366, 34.851, -0.835, -0.670, 38.414, -17.833, 35.520, -27.413, 31.52,,,,,,,,,,,,,,,,
 19:06:13.248,COM13, 2000-00-00 00:27:34.375, -0.084, 0.048, 1.040, -1.648, 4.333, 85.022, 3.170, 5.982, 133.270, -33.693, -48.087, -165.307, 31.30,,,,,,,,,,,,,,,,
 19:06:13.254,COM13, 2000-00-00 00:27:34.395, -0.078, 0.088, 1.009, -5.432, 0.000, 83.618, 3.230, 5.977, 134.956, -32.607, -50.947, -158.247, 31.27,,,,,,,,,,,,,,,,
 19:06:13.259,COM14, 2000-00-06 17:26:14.078, -0.010, -0.172, 1.058, 3.235, -1.221, 32.959, -0.851, -0.698, 39.095, -16.660, 34.760, -26.647, 31.49,,,,,,,,,,,,,,,,
 19:06:13.260,COM16, 2000-00-00 00:26:16.450, 0.068, 0.009, 0.999, -9.888, -7.507, 34.424, -2.911, -1.445, 8.492, 0.073, 26.540, -39.113, 31.33,,,,,,,,,,,,,,,,
 19:06:13.264,COM14, 2000-00-06 17:26:14.098, -0.017, -0.203, 1.005, 2.319, -0.122, 33.264, -0.851, -0.725, 39.754, -15.287, 34.073, -26.133, 31.52,,,,,,,,,,,,,,,,
 19:06:13.266,COM16, 2000-00-00 00:26:16.460, 0.068, -0.152, 1.041, 8.911, 8.972, 34.973, -2.807, -1.329, 8.795, 0.033, 26.853, -39.087, 31.33,,,,,,,,,,,,,,,,
 19:06:13.268,COM16, 2000-00-00 00:26:16.470, -0.095, -0.152, 1.041, 8.911, 8.972, 34.973, -2.714, -1.225, 9.091, -0.033, 27.113, -39.107, 31.33,,,,,,,,,,,,,,,,
 19:06:13.275,COM16, 2000-00-00 00:26:16.480, -0.095, 0.011, 0.912, 0.427, 0.244, 34.241, -2.703, -1.203, 9.382, -0.087, 27.293, -39.127, 31.34,,,,,,,,,,,,,,,,
 19:06:13.280,COM16, 2000-00-00 00:26:16.490, 0.011, 0.011, 0.912, 0.427, 0.244, 34.241, -2.686, -1.176, 9.668, -0.107, 27.460, -39.187, 31.34,,,,,,,,,,,,,,,,
 19:06:13.283,COM13, 2000-00-00 00:27:34.415, 0.000, 0.100, 0.974, -4.578, 0.000, 87.830, 3.268, 5.922, 136.675, -31.520, -53.007, -151.620, 31.30,,,,,,,,,,,,,,,,
 19:06:13.288,COM13, 2000-00-00 00:27:34.435, -0.132, 0.145, 0.991, -11.841, -0.854, 90.393, 3.263, 5.856, 138.461, -31.773, -54.540, -145.620, 31.30,,,,,,,,,,,,,,,,
 19:06:13.294,COM14, 2000-00-06 17:26:14.118, 0.122, -0.132, 0.963, 2.991, 0.610, 33.203, -0.873, -0.731, 40.419, -14.660, 33.800, -26.140, 31.49,,,,,,,,,,,,,,,,
 19:06:13.313,COM16, 2000-00-00 00:26:16.500, 0.011, -0.183, 1.007, -14.526, -13.550, 32.532, -2.829, -1.291, 9.943, -0.160, 27.607, -39.287, 31.33,,,,,,,,,,,,,,,,
 19:06:13.313,COM14, 2000-00-06 17:26:14.138, 0.011, -0.003, 0.956, 1.465, -2.197, 31.006, -0.895, -0.731, 41.072, -13.260, 33.020, -25.753, 31.50,,,,,,,,,,,,,,,,
 19:06:13.318,COM13, 2000-00-00 00:27:34.455, 0.000, -0.068, 0.944, -13.794, 2.441, 88.745, 3.164, 5.817, 140.257, -29.880, -56.587, -137.573, 31.30,,,,,,,,,,,,,,,,
 19:06:13.318,COM16, 2000-00-00 00:26:16.510, 0.030, -0.183, 1.007, -14.526, -13.550, 32.532, -2.972, -1.401, 10.212, -0.233, 27.673, -39.333, 31.33,,,,,,,,,,,,,,,,
 19:06:13.323,COM16, 2000-00-00 00:26:16.520, 0.030, -0.233, 1.054, 6.470, 3.418, 33.569, -2.911, -1.340, 10.481, -0.300, 27.700, -39.327, 31.33,,,,,,,,,,,,,,,,
 19:06:13.324,COM13, 2000-00-00 00:27:34.475, -0.084, 0.024, 1.016, -7.507, 3.662, 88.318, 3.098, 5.834, 142.031, -30.373, -57.353, -132.120, 31.26,,,,,,,,,,,,,,,,
 19:06:13.326,COM16, 2000-00-00 00:26:16.530, -0.113, -0.233, 1.054, 6.470, 3.418, 33.569, -2.862, -1.280, 10.750, -0.033, 27.753, -39.360, 31.33,,,,,,,,,,,,,,,,
 19:06:13.332,COM16, 2000-00-00 00:26:16.540, -0.113, -0.007, 0.936, 8.423, 7.507, 33.264, -2.791, -1.181, 11.014, 0.467, 27.820, -39.453, 31.34,,,,,,,,,,,,,,,,
 19:06:13.343,COM14, 2000-00-06 17:26:14.158, 0.075, -0.013, 0.997, 0.122, -0.793, 30.212, -0.939, -0.775, 41.688, -12.787, 32.260, -25.853, 31.48,,,,,,,,,,,,,,,,
 19:06:13.345,COM16, 2000-00-00 00:26:16.550, 0.042, -0.007, 0.936, 8.423, 7.507, 33.264, -2.714, -1.077, 11.277, 0.847, 27.833, -39.420, 31.34,,,,,,,,,,,,,,,,
 19:06:13.348,COM14, 2000-00-06 17:26:14.178, 0.081, -0.063, 0.988, 0.977, -0.488, 28.503, -0.983, -0.797, 42.281, -12.347, 31.227, -25.713, 31.48,,,,,,,,,,,,,,,,
 19:06:13.351,COM16, 2000-00-00 00:26:16.560, 0.042, 0.118, 1.047, -11.536, -9.521, 30.457, -2.834, -1.143, 11.530, 1.127, 27.827, -39.320, 31.34,,,,,,,,,,,,,,,,
 19:06:13.353,COM16, 2000-00-00 00:26:16.570, 0.032, 0.118, 1.047, -11.536, -9.521, 30.457, -2.944, -1.214, 11.783, 1.333, 27.800, -39.287, 31.34,,,,,,,,,,,,,,,,
 19:06:13.355,COM13, 2000-00-00 00:27:34.495, -0.075, -0.025, 1.007, -5.188, 3.723, 89.050, 3.115, 5.856, 143.811, -29.940, -57.080, -126.127, 31.26,,,,,,,,,,,,,,,,
 19:06:13.359,COM16, 2000-00-00 00:26:16.580, 0.032, -0.042, 0.999, -5.249, -3.540, 29.968, -2.994, -1.225, 12.030, 1.500, 27.780, -39.340, 31.30,,,,,,,,,,,,,,,,
 19:06:13.365,COM16, 2000-00-00 00:26:16.590, -0.087, -0.042, 0.999, -5.249, -3.540, 29.968, -3.043, -1.236, 12.277, 1.593, 27.740, -39.427, 31.30,,,,,,,,,,,,,,,,
