sample_id,position,velocity,acceleration
pmks_positive_0087,-4.2872829030966875,0.39401014891498032,-11.882114516822947
pmks_positive_0088,-4.290907703527755,0.26277764344103149,-11.896272837064121
pmks_positive_0089,-4.2930832740054088,0.13142009298180313,-11.904771458484079
pmks_positive_0090,-4.2938085792232394,9.8306474221920914E-14,-11.907604937218782
pmks_positive_0091,-4.2930832740054106,-0.13142009298160301,-11.90477145848409
pmks_positive_0092,-4.2909077035277585,-0.26277764344083421,-11.896272837064132
pmks_positive_0093,-4.2872829030966946,-0.39401014891478597,-11.882114516822973
pmks_positive_0094,-4.2822105974860198,-0.52505518704917964,-11.862305569235494
pmks_positive_0095,-4.2756931998317969,-0.65585045562546795,-11.836858690925643
pmks_positive_0096,-4.2677338100855922,-0.78633381255526458,-11.805790200191945
pmks_positive_0097,-4.2583362130265092,-0.91644331583074568,-11.769120032492374
pmks_positive_0098,-4.2475048758325711,-1.0461172634193061,-11.726871734852944
pmks_positive_0099,-4.2352449452121368,-1.1752942330903333,-11.679072459156336
pmks_positive_0100,-4.2215622440961171,-1.3039131221615323,-11.625752954259513
pmks_positive_0101,-4.2064632678920626,-1.431913187151485,-11.566947556881512
pmks_positive_0102,-4.1899551803011006,-1.559234083324587,-11.50269418119537
pmks_positive_0103,-4.1720458086990986,-1.6858159041135612,-11.433034307050914
pmks_positive_0104,-4.1527436390834298,-1.8115992204041189,-11.358012966748122
pmks_positive_0105,-4.1320578105869687,-1.9365251196651916,-11.277678730274033
pmks_positive_0106,-4.10999810956113,-2.0605352449073333,-11.192083688909678
pmks_positive_0107,-4.0865749632299115,-2.1835718334507126,-11.101283437107297
pmks_positive_0108,-4.061799432917204,-2.305577755483069,-11.005337052532228
pmks_positive_0109,-4.0356832068497548,-2.4264965523867215,-10.904307074158297
